1241999082	20240506	202405	2024	2024.3452	USA	CALIFORNIA	USA																		0	061	061	06	2	6.4	3	1	3	-1.06007067137809	2	California, United States	US	USCA		36.17	-119.746	CA	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250506021500	http://usa.chinadaily.com.cn/a/202505/05/WS6818d781a310a04af22bd883.html
1241999083	20240506	202405	2024	2024.3452	USA	CALIFORNIA	USA								CHN	CHINA	CHN								0	061	061	06	2	6.4	3	1	3	-1.06007067137809	2	California, United States	US	USCA		36.17	-119.746	CA	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	2	California, United States	US	USCA		36.17	-119.746	CA	20250506021500	http://usa.chinadaily.com.cn/a/202505/05/WS6818d781a310a04af22bd883.html
1241999084	20240506	202405	2024	2024.3452	USACOP	FLORIDA	USA					COP			USA	ATLANTA	USA								1	190	190	19	4	-10.0	6	1	6	-5.51948051948052	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250506021500	https://www.11alive.com/article/news/local/attorney-ben-crump-lawsuit-annoucement-expected-airmain-roger-fortson-killed/85-fa191cd1-69dc-4d6d-87de-73216027097a
1241999085	20240506	202405	2024	2024.3452	USACOP	FLORIDA	USA					COP			USA	ATLANTA	USA								1	193	193	19	4	-10.0	6	1	6	-5.51948051948052	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250506021500	https://www.11alive.com/article/news/local/attorney-ben-crump-lawsuit-annoucement-expected-airmain-roger-fortson-killed/85-fa191cd1-69dc-4d6d-87de-73216027097a
1241999086	20250406	202504	2025	2025.2630	COP	DETECTIVE						COP			UAF	GUNMAN						UAF			1	020	020	02	1	3.0	10	1	10	-6.66666666666667	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250506021500	https://www.amny.com/news/harlem-attempted-shooting-daytime-04292025/
1241999087	20250406	202504	2025	2025.2630	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	042	042	04	1	1.9	4	1	4	-3.77358490566038	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250506021500	https://www.yahoo.com/news/critics-sink-house-republicans-gulf-014421258.html
1241999088	20250406	202504	2025	2025.2630	MEX	TIJUANA	MEX								USA	SAN DIEGO	USA								1	043	043	04	1	2.8	3	1	3	-3.77358490566038	3	Tijuana River, California, United States	US	USCA	CA073	32.5553	-117.129	255756	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20250506021500	https://www.yahoo.com/news/critics-sink-house-republicans-gulf-014421258.html
1241999089	20250406	202504	2025	2025.2630	MEX	TIJUANA	MEX								USA	UNITED STATES	USA								1	043	043	04	1	2.8	1	1	1	-3.77358490566038	3	Tijuana River, California, United States	US	USCA	CA073	32.5553	-117.129	255756	2	California, United States	US	USCA		36.17	-119.746	CA	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20250506021500	https://www.yahoo.com/news/critics-sink-house-republicans-gulf-014421258.html
1241999090	20250406	202504	2025	2025.2630	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	090	090	09	2	-2.0	2	1	2	-3.77358490566038	1	Mexico	MX	MX		23	-102	MX	3	Tijuana River, California, United States	US	USCA		32.5553	-117.129	255756	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20250506021500	https://www.yahoo.com/news/critics-sink-house-republicans-gulf-014421258.html
1241999091	20250406	202504	2025	2025.2630	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	090	090	09	2	-2.0	2	1	2	-3.77358490566038	1	Mexico	MX	MX		23	-102	MX	3	Tijuana River, California, United States	US	USCA		32.5553	-117.129	255756	3	Tijuana River, California, United States	US	USCA		32.5553	-117.129	255756	20250506021500	https://www.yahoo.com/news/critics-sink-house-republicans-gulf-014421258.html
