1242012920	20240506	202405	2024	2024.3452	CAN	CANADA	CAN								REL	SAINT									0	020	020	02	1	3.0	2	1	2	-2.90381125226861	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20250506043000	https://bloodyelbow.com/2025/05/05/this-is-awfulfans-rip-benoit-saint-deniss-new-ufc-315-fight-after-opponents-days-notice-withdrawal/
1242012921	20240506	202405	2024	2024.3452	CANGOV	CANADA	CAN					GOV			CAN	CANADA	CAN								1	030	030	03	1	4.0	10	1	10	2.97029702970297	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20250506043000	https://www.irishexaminer.com/world/arid-41626672.html
1242012922	20240506	202405	2024	2024.3452	JEWEDU	JEWISH				JEW		EDU			EDU	UNIVERSITY						EDU			1	173	173	17	4	-5.0	4	1	4	-3.58565737051792	3	Depaul University, Illinois, United States	US	USIL	IL031	41.9228	-87.6531	407022	3	Depaul University, Illinois, United States	US	USIL		41.9228	-87.6531	407022	3	Depaul University, Illinois, United States	US	USIL		41.9228	-87.6531	407022	20250506043000	https://www.yahoo.com/news/depaul-university-implements-safety-policy-020735126.html
1242012923	20240506	202405	2024	2024.3452	JEWEDU	JEWISH				JEW		EDU			EDU	UNIVERSITY						EDU			1	190	190	19	4	-10.0	4	1	4	-3.58565737051792	3	Depaul University, Illinois, United States	US	USIL	IL031	41.9228	-87.6531	407022	3	Depaul University, Illinois, United States	US	USIL		41.9228	-87.6531	407022	3	Depaul University, Illinois, United States	US	USIL		41.9228	-87.6531	407022	20250506043000	https://www.yahoo.com/news/depaul-university-implements-safety-policy-020735126.html
1242012924	20240506	202405	2024	2024.3452	JEWEDU	JEWISH				JEW		EDU			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-3.58565737051792	3	Depaul University, Illinois, United States	US	USIL	IL031	41.9228	-87.6531	407022	3	Depaul University, Illinois, United States	US	USIL		41.9228	-87.6531	407022	3	Depaul University, Illinois, United States	US	USIL		41.9228	-87.6531	407022	20250506043000	https://www.yahoo.com/news/depaul-university-implements-safety-policy-020735126.html
1242012925	20240506	202405	2024	2024.3452	JEWEDU	JEWISH				JEW		EDU			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	4	1	4	-3.58565737051792	3	Depaul University, Illinois, United States	US	USIL	IL031	41.9228	-87.6531	407022	3	Depaul University, Illinois, United States	US	USIL		41.9228	-87.6531	407022	3	Depaul University, Illinois, United States	US	USIL		41.9228	-87.6531	407022	20250506043000	https://www.yahoo.com/news/depaul-university-implements-safety-policy-020735126.html
1242012926	20240506	202405	2024	2024.3452	LEG	CONGRESS						LEG			GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	4	1	4	-1.34228187919463	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506043000	https://www.backpacker.com/news-and-events/news/national-park-service-2026-cuts/
1242012927	20240506	202405	2024	2024.3452	LEG	CONGRESS						LEG			GOV	GOVERNMENT						GOV			1	0331	033	03	1	5.2	4	1	4	-1.34228187919463	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506043000	https://www.backpacker.com/news-and-events/news/national-park-service-2026-cuts/
1242012928	20240506	202405	2024	2024.3452	REL	SAINT																			0	020	020	02	1	3.0	6	1	6	-2.90381125226861	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20250506043000	https://bloodyelbow.com/2025/05/05/this-is-awfulfans-rip-benoit-saint-deniss-new-ufc-315-fight-after-opponents-days-notice-withdrawal/
1242012929	20240506	202405	2024	2024.3452	USA	UNITED STATES	USA																		0	061	061	06	2	6.4	10	1	10	0.64171122994652	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20250506043000	https://economictimes.indiatimes.com/small-biz/sustainability/india-sees-a-future-making-solar-panels-for-itself-and-maybe-the-world/articleshow/120918044.cms
1242012930	20240506	202405	2024	2024.3452	USACHR	UNITED STATES	USA			CHR															1	051	051	05	1	3.4	2	1	2	1.03448275862068	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20250506043000	https://www.yahoo.com/news/st-louis-film-fest-loses-023015835.html
1242012931	20250429	202504	2025	2025.3260	BUS	BANK						BUS			JPNBUS	JAPANESE	JPN					BUS			1	040	040	04	1	1.0	5	1	5	3.23529411764706	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20250506043000	https://economictimes.indiatimes.com/markets/stocks/news/yes-bank-shares-jump-over-8-as-japans-smbc-inches-closer-to-deal/articleshow/120918991.cms
1242012932	20250429	202504	2025	2025.3260	JPNBUS	JAPANESE	JPN					BUS			BUS	BANK						BUS			1	040	040	04	1	1.0	5	1	5	3.23529411764706	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250506043000	https://economictimes.indiatimes.com/markets/stocks/news/yes-bank-shares-jump-over-8-as-japans-smbc-inches-closer-to-deal/articleshow/120918991.cms
1242012933	20250505	202505	2025	2025.3425	COP	PRISON						COP			GOV	ATTORNEY GENERAL						GOV			1	173	173	17	4	-5.0	6	1	6	-10.8695652173913	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20250506043000	https://www.wivk.com/2025/05/05/a-clinton-man-will-spend-over-two-decades-in-prison-for-shooting-and-killing-neighbor/
1242012934	20250505	202505	2025	2025.3425	COP	PRISON						COP			GOV	ATTORNEY GENERAL						GOV			1	190	190	19	4	-10.0	6	1	6	-10.8695652173913	3	Rocky Top, Tennessee, United States	US	USTN	TN123	35.2417	-84.1307	1299941	3	Rocky Top, Tennessee, United States	US	USTN		35.2417	-84.1307	1299941	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20250506043000	https://www.wivk.com/2025/05/05/a-clinton-man-will-spend-over-two-decades-in-prison-for-shooting-and-killing-neighbor/
