1242032864	20240506	202405	2024	2024.3452	CHN	CHINA	CHN								IRN	IRAN	IRN								1	061	061	06	2	6.4	5	1	5	-4.01069518716578	5	Inner Mongolia, Nei Mongol, China	CH	CH20	13198	44	112	-1920094	1	Iran	IR	IR		32	53	IR	5	Inner Mongolia, Nei Mongol, China	CH	CH20	13198	44	112	-1920094	20250506073000	https://www.iranoilgas.com/news/details.aspx?id=27591&title=Chinese+plastics+makers+risk+losing+Iran+methanol+supply+on+US+sanctions
1242032865	20240506	202405	2024	2024.3452	CHN	CHINA	CHN								IRN	IRAN	IRN								1	061	061	06	2	6.4	3	1	3	-4.01069518716578	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	5	Inner Mongolia, Nei Mongol, China	CH	CH20	13198	44	112	-1920094	5	Inner Mongolia, Nei Mongol, China	CH	CH20	13198	44	112	-1920094	20250506073000	https://www.iranoilgas.com/news/details.aspx?id=27591&title=Chinese+plastics+makers+risk+losing+Iran+methanol+supply+on+US+sanctions
1242032866	20240506	202405	2024	2024.3452	CHN	CHINA	CHN								IRN	IRAN	IRN								1	061	061	06	2	6.4	2	1	2	-4.01069518716578	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	5	Inner Mongolia, Nei Mongol, China	CH	CH20	13198	44	112	-1920094	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506073000	https://www.iranoilgas.com/news/details.aspx?id=27591&title=Chinese+plastics+makers+risk+losing+Iran+methanol+supply+on+US+sanctions
1242032867	20240506	202405	2024	2024.3452	COP	POLICE						COP			JPN	JAPAN	JPN								1	040	040	04	1	1.0	2	1	2	-6.19047619047619	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	20250506073000	https://asianews.network/kawasaki-police-failed-to-interview-man-despite-reports-of-stalking-later-arrested-on-suspicion-of-abandoning-body/
1242032868	20240506	202405	2024	2024.3452	COP	POLICE						COP			JPN	JAPAN	JPN								1	040	040	04	1	1.0	2	1	2	-6.19047619047619	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250506073000	https://asianews.network/kawasaki-police-failed-to-interview-man-despite-reports-of-stalking-later-arrested-on-suspicion-of-abandoning-body/
1242032869	20240506	202405	2024	2024.3452	COP	POLICE						COP			LAB	WORKER						LAB			1	040	040	04	1	1.0	6	1	6	-6.19047619047619	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250506073000	https://asianews.network/kawasaki-police-failed-to-interview-man-despite-reports-of-stalking-later-arrested-on-suspicion-of-abandoning-body/
1242032870	20240506	202405	2024	2024.3452	JPN	JAPAN	JPN								COP	POLICE						COP			1	040	040	04	1	1.0	4	1	4	-6.19047619047619	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	20250506073000	https://asianews.network/kawasaki-police-failed-to-interview-man-despite-reports-of-stalking-later-arrested-on-suspicion-of-abandoning-body/
1242032871	20240506	202405	2024	2024.3452	LAB	WORKER						LAB			COP	POLICE						COP			1	040	040	04	1	1.0	6	1	6	-6.19047619047619	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	20250506073000	https://asianews.network/kawasaki-police-failed-to-interview-man-despite-reports-of-stalking-later-arrested-on-suspicion-of-abandoning-body/
1242032872	20240506	202405	2024	2024.3452	LBN	LEBANON	LBN								SYR	SYRIAN	SYR								0	043	043	04	1	2.8	1	1	1	-5.62971561230412	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250506073000	https://www.miragenews.com/syrians-stuck-as-europe-freezes-asylum-1455094/
1242032873	20240506	202405	2024	2024.3452	LBN	LEBANON	LBN								SYR	SYRIAN	SYR								0	043	043	04	1	2.8	4	1	4	-5.62971561230412	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20250506073000	https://www.miragenews.com/syrians-stuck-as-europe-freezes-asylum-1455094/
1242032874	20240506	202405	2024	2024.3452	SYR	SYRIAN	SYR								LBN	LEBANON	LBN								0	010	010	01	1	0.0	3	1	3	-5.62971561230412	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250506073000	https://www.miragenews.com/syrians-stuck-as-europe-freezes-asylum-1455094/
1242032875	20240506	202405	2024	2024.3452	SYR	SYRIA	SYR								LBN	LEBANON	LBN								0	013	013	01	1	0.4	1	1	1	-5.62971561230412	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250506073000	https://www.miragenews.com/syrians-stuck-as-europe-freezes-asylum-1455094/
1242032876	20240506	202405	2024	2024.3452	SYR	SYRIA	SYR								LBN	LEBANON	LBN								0	013	013	01	1	0.4	1	1	1	-5.62971561230412	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250506073000	https://www.miragenews.com/syrians-stuck-as-europe-freezes-asylum-1455094/
1242032877	20240506	202405	2024	2024.3452	SYR	SYRIAN	SYR								LBN	LEBANON	LBN								0	042	042	04	1	1.9	1	1	1	-5.62971561230412	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250506073000	https://www.miragenews.com/syrians-stuck-as-europe-freezes-asylum-1455094/
