1242043543	20240506	202405	2024	2024.3452	CVL	VOTER						CVL													0	110	110	11	3	-2.0	10	1	10	0.28985507246377	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20250506084500	https://www.prokerala.com/news/articles/a1632071.html
1242043544	20240506	202405	2024	2024.3452	EDU	STUDENT						EDU			BGD	BANGLADESH	BGD								1	160	160	16	4	-4.0	2	1	2	-1.99556541019955	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250506084500	https://www.yahoo.com/news/ex-leader-khaleda-zia-returns-075738529.html
1242043545	20240506	202405	2024	2024.3452	EDU	STUDENT						EDU			BGDGOV	BANGLADESH	BGD					GOV			1	160	160	16	4	-4.0	2	1	2	-1.99556541019955	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250506084500	https://www.yahoo.com/news/ex-leader-khaleda-zia-returns-075738529.html
1242043546	20240506	202405	2024	2024.3452	EDU	STUDENT						EDU			GOV	PRIME MINISTER						GOV			1	160	160	16	4	-4.0	6	1	6	-1.99556541019955	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250506084500	https://www.yahoo.com/news/ex-leader-khaleda-zia-returns-075738529.html
1242043547	20240506	202405	2024	2024.3452	ESP	CADIZ	ESP																		0	010	010	01	1	0.0	3	1	3	1.5025041736227	4	Cadiz, AndalucíSP, Spain	SP	SP51	25777	36.5158	-6.27969	-374884	0								4	Cadiz, AndalucíSP, Spain	SP	SP51	25777	36.5158	-6.27969	-374884	20250506084500	https://metro.co.uk/2025/05/06/5-best-lesser-known-spain-destinations-tourists-hardly-ever-visit-23032763/
1242043548	20240506	202405	2024	2024.3452	ESP	BARCELONA	ESP								CVL	TOURIST						CVL			1	141	141	14	3	-6.5	10	1	10	1.5025041736227	4	Sierra Bermeja, AndalucíSP, Spain	SP	SP51	25779	37.1481	-2.31642	-373402	4	Sierra Bermeja, AndalucíSP, Spain	SP	SP51	25779	37.1481	-2.31642	-373402	4	Sierra Bermeja, AndalucíSP, Spain	SP	SP51	25779	37.1481	-2.31642	-373402	20250506084500	https://metro.co.uk/2025/05/06/5-best-lesser-known-spain-destinations-tourists-hardly-ever-visit-23032763/
1242043549	20240506	202405	2024	2024.3452	GOV	GOVERNMENT						GOV													1	071	071	07	2	7.4	10	1	10	-3.19148936170213	4	Berwick Bank, United Kingdom (general), United Kingdom	UK	UK00	154724	56.15	-1.16667	266806	0								4	Berwick Bank, United Kingdom (general), United Kingdom	UK	UK00	154724	56.15	-1.16667	266806	20250506084500	https://www.thecourier.co.uk/fp/business-environment/business/5231522/is-fife-wind-farm-delay-behind-redundancies-at-perths-sse-renewables/
1242043550	20240506	202405	2024	2024.3452	GOV	GOVERNMENT						GOV													1	110	110	11	3	-2.0	10	1	10	-3.19148936170213	4	Berwick Bank, United Kingdom (general), United Kingdom	UK	UK00	154724	56.15	-1.16667	266806	0								4	Berwick Bank, United Kingdom (general), United Kingdom	UK	UK00	154724	56.15	-1.16667	266806	20250506084500	https://www.thecourier.co.uk/fp/business-environment/business/5231522/is-fife-wind-farm-delay-behind-redundancies-at-perths-sse-renewables/
1242043551	20240506	202405	2024	2024.3452	NZL	NEW ZEALAND	NZL																		0	084	084	08	2	7.0	4	1	4	2.48138957816377	4	North Island, New Zealand (general), New Zealand	NZ	NZ00	22390	-39	176	-1514775	0								4	North Island, New Zealand (general), New Zealand	NZ	NZ00	22390	-39	176	-1514775	20250506084500	https://auckland.scoop.co.nz/2025/05/hori-shaw-shane-walker-te-wehi-set-for-north-island-tour/
1242043552	20240506	202405	2024	2024.3452	NZL	NEW ZEALAND	NZL																		0	084	084	08	2	7.0	1	1	1	2.48138957816377	4	Gisborne, New Zealand (general), New Zealand	NZ	NZ00	22382	-38.6533	178.004	272362	0								4	Gisborne, New Zealand (general), New Zealand	NZ	NZ00	22382	-38.6533	178.004	272362	20250506084500	https://auckland.scoop.co.nz/2025/05/hori-shaw-shane-walker-te-wehi-set-for-north-island-tour/
1242043553	20250406	202504	2025	2025.2630	BUS	COMPANIES						BUS			USA	THE US	USA								1	172	172	17	4	-5.0	4	1	4	0.63091482649842	1	Brazil	BR	BR		-10	-55	BR	1	United States	US	US		39.828175	-98.5795	US	4	Temu, Lombardia, Italy	IT	IT09	26294	46.25	10.4667	-130585	20250506084500	https://www.tbsnews.net/worldbiz/europe/shein-temu-ramp-advertising-uk-and-france-us-tariffs-hit-1134851
1242043554	20250406	202504	2025	2025.2630	ISRGOV	ISRAEL	ISR					GOV			PSE	PALESTINIAN	PSE								1	020	020	02	1	3.0	1	1	1	0	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20250506084500	https://www.juancole.com/2025/05/become-mobile-children.html
1242043555	20250406	202504	2025	2025.2630	ISRGOV	ISRAEL	ISR					GOV			PSE	PALESTINIAN	PSE								1	020	020	02	1	3.0	1	1	1	0	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506084500	https://www.juancole.com/2025/05/become-mobile-children.html
1242043556	20250406	202504	2025	2025.2630	ISRGOV	ISRAEL	ISR					GOV			SWE	SWEDEN	SWE								1	010	010	01	1	0.0	1	1	1	0	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20250506084500	https://www.juancole.com/2025/05/become-mobile-children.html
1242043557	20250406	202504	2025	2025.2630	ISRGOV	ISRAEL	ISR					GOV			SWE	SWEDEN	SWE								1	010	010	01	1	0.0	1	1	1	0	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20250506084500	https://www.juancole.com/2025/05/become-mobile-children.html
1242043558	20250406	202504	2025	2025.2630	PSE	PALESTINIAN	PSE																		1	020	020	02	1	3.0	1	1	1	0	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	0								1	Sweden	SW	SW		62	15	SW	20250506084500	https://www.juancole.com/2025/05/become-mobile-children.html
1242043559	20250406	202504	2025	2025.2630	PSE	PALESTINIAN	PSE								SWE	SWEDEN	SWE								1	010	010	01	1	0.0	1	1	1	0	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20250506084500	https://www.juancole.com/2025/05/become-mobile-children.html
1242043560	20250406	202504	2025	2025.2630	PSE	PALESTINIAN	PSE								SWE	SWEDEN	SWE								1	010	010	01	1	0.0	1	1	1	0	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20250506084500	https://www.juancole.com/2025/05/become-mobile-children.html
