1241994387	20240506	202405	2024	2024.3452											GOV	CHANCELLOR						GOV			0	040	040	04	1	1.0	2	1	2	-0.0451263537906206	0								3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20250506014500	https://news.berkeley.edu/2025/05/05/with-right-and-left-deeply-divided-emerging-uc-berkeley-groups-embrace-the-vital-center/
1241994388	20240506	202405	2024	2024.3452											USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-0.0451263537906206	0								3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20250506014500	https://news.berkeley.edu/2025/05/05/with-right-and-left-deeply-divided-emerging-uc-berkeley-groups-embrace-the-vital-center/
1241994389	20240506	202405	2024	2024.3452											USA	CLEVELAND	USA								1	057	057	05	1	8.0	10	1	10	-5.85106382978723	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250506014500	https://www.greenfieldreporter.com/2025/05/05/browns-linebacker-devin-bush-accused-of-assaulting-girlfriend-in-his-pittsburgh-home/
1241994390	20240506	202405	2024	2024.3452											USAGOV	UNITED STATES	USA					GOV			0	040	040	04	1	1.0	4	1	4	-0.0451263537906206	0								3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20250506014500	https://news.berkeley.edu/2025/05/05/with-right-and-left-deeply-divided-emerging-uc-berkeley-groups-embrace-the-vital-center/
1241994391	20240506	202405	2024	2024.3452											VNM	VIETNAM	VNM								1	061	061	06	2	6.4	6	1	6	1.75879396984925	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250506014500	https://www.thestar.com.my/news/nation/2025/05/06/flowers-for-love-and-light
1241994392	20240506	202405	2024	2024.3452	BUS	COMPANY						BUS													1	031	031	03	1	5.2	5	1	5	-0.847457627118648	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506014500	https://www.marketscreener.com/news/latest/Waymo-partners-with-Magna-for-new-vehicle-factory-in-Arizona-49832541/
1241994393	20240506	202405	2024	2024.3452	CHN	CHINA	CHN								VNM	VIETNAM	VNM								1	061	061	06	2	6.4	2	1	2	1.75879396984925	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250506014500	https://www.thestar.com.my/news/nation/2025/05/06/flowers-for-love-and-light
1241994394	20240506	202405	2024	2024.3452	CVL	PROPERTY OWNER						CVL													1	030	030	03	1	4.0	6	1	6	-7.94520547945206	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250506014500	https://www.kut.org/austin/2025-05-05/travis-county-texas-nate-paul-real-estate-developer-unpaid-property-taxes-lawsuit
1241994395	20240506	202405	2024	2024.3452	EDU	PROFESSOR						EDU			CVL	VOTER						CVL			0	130	130	13	3	-4.4	6	2	6	-2.85188281827829	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20250506014500	https://www.yahoo.com/news/school-board-races-across-texas-000741117.html
1241994396	20240506	202405	2024	2024.3452	GOV	CHANCELLOR						GOV													0	040	040	04	1	1.0	2	1	2	-0.0451263537906206	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	0								3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20250506014500	https://news.berkeley.edu/2025/05/05/with-right-and-left-deeply-divided-emerging-uc-berkeley-groups-embrace-the-vital-center/
