1242045941	20240506	202405	2024	2024.3452	GOVMED	STATE MEDIA						GOV	MED		ATG	ANTIGUA AND BARBUDA	ATG								1	017	017	01	1	0.0	2	1	2	2.54668930390492	1	Antigua And Barbuda	AC	AC		17.05	-61.8	AC	1	Antigua And Barbuda	AC	AC		17.05	-61.8	AC	1	Antigua And Barbuda	AC	AC		17.05	-61.8	AC	20250506090000	https://antiguaobserver.com/peoples-union-calls-for-labour-reforms-and-revitalized-trade-unionism/
1242045942	20240506	202405	2024	2024.3452	GOVMED	STATE MEDIA						GOV	MED		GOV	PRESIDENT						GOV			1	017	017	01	1	0.0	8	1	8	2.54668930390492	1	Antigua And Barbuda	AC	AC		17.05	-61.8	AC	1	Antigua And Barbuda	AC	AC		17.05	-61.8	AC	1	Antigua And Barbuda	AC	AC		17.05	-61.8	AC	20250506090000	https://antiguaobserver.com/peoples-union-calls-for-labour-reforms-and-revitalized-trade-unionism/
1242045943	20240506	202405	2024	2024.3452	HLH	HOSPITAL						HLH			JUD	TRIBUNAL						JUD			1	070	070	07	2	7.0	10	1	10	-7.981220657277	0								0								0								20250506090000	https://www.examiner.com.au/story/8959290/widows-compensation-bid-over-doctors-fatal-heart-attack-fails/
1242045944	20240506	202405	2024	2024.3452	IRL	TARA	IRL								CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	1	1	1	2	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20250506090000	https://www.eco-business.com/news/gates-foundation-sets-up-singapore-office-fronts-us100-million-philanthropic-effort-for-regional-health-initiatives/
1242045945	20240506	202405	2024	2024.3452	IRL	TARA	IRL								CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	4	1	4	2	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20250506090000	https://www.eco-business.com/news/gates-foundation-sets-up-singapore-office-fronts-us100-million-philanthropic-effort-for-regional-health-initiatives/
1242045946	20240506	202405	2024	2024.3452	NZL	NEW ZEALAND	NZL																		0	084	084	08	2	7.0	1	1	1	2.4	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	0								4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20250506090000	https://www.scoop.co.nz/stories/CU2505/S00081/hori-shaw-shane-walker-te-wehi-set-for-north-island-tour.htm
1242045947	20250406	202504	2025	2025.2630	COP	DEPUTY						COP													0	010	010	01	1	0.0	6	1	6	-0.81967213114755	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250506090000	https://www.postbulletin.com/news/local/rochesters-35-8-million-sixth-street-bridge-and-street-project-aims-to-lower-traffic-speeds
1242045948	20250406	202504	2025	2025.2630	COP	DEPUTY						COP													0	071	071	07	2	7.4	6	1	6	-0.81967213114755	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250506090000	https://www.postbulletin.com/news/local/rochesters-35-8-million-sixth-street-bridge-and-street-project-aims-to-lower-traffic-speeds
1242045949	20250406	202504	2025	2025.2630	COP	DEPUTY						COP			USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	-0.81967213114755	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	3	Zumbro River, Minnesota, United States	US	USMN		44.2916	-91.9279	654509	20250506090000	https://www.postbulletin.com/news/local/rochesters-35-8-million-sixth-street-bridge-and-street-project-aims-to-lower-traffic-speeds
1242045950	20250406	202504	2025	2025.2630	COP	DEPUTY						COP			USA	UNITED STATES	USA								0	010	010	01	1	0.0	3	1	3	-0.81967213114755	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250506090000	https://www.postbulletin.com/news/local/rochesters-35-8-million-sixth-street-bridge-and-street-project-aims-to-lower-traffic-speeds
1242045951	20250406	202504	2025	2025.2630	COP	DEPUTY						COP			USA	UNITED STATES	USA								0	071	071	07	2	7.4	4	1	4	-0.81967213114755	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250506090000	https://www.postbulletin.com/news/local/rochesters-35-8-million-sixth-street-bridge-and-street-project-aims-to-lower-traffic-speeds
