1243841235	20240514	202405	2024	2024.3671											VEN	VENEZUELA	VEN								1	061	061	06	2	6.4	2	1	2	1.02564102564102	0								4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20250514181500	https://www.thehindu.com/news/international/ambani-flies-to-qatar-to-meet-trump-second-meeting-since-inauguration/article69576651.ece
1243841236	20240514	202405	2024	2024.3671	NZLAGR	NEW ZEALAND	NZL					AGR													0	020	020	02	1	3.0	4	1	4	-0.32537960954447	4	Great Barrier, New Zealand (general), New Zealand	NZ	NZ00	22379	-36.1667	175.417	-1510164	0								4	Great Barrier, New Zealand (general), New Zealand	NZ	NZ00	22379	-36.1667	175.417	-1510164	20250514181500	https://www.rnz.co.nz/news/ourchangingworld/561024/our-changing-world-burrowing-into-the-mystery-of-great-barrier-island-s-black-petrels
1243841237	20240514	202405	2024	2024.3671	NZLAGR	NEW ZEALAND	NZL					AGR													0	020	020	02	1	3.0	6	1	6	-0.32537960954447	4	Great Barrier, New Zealand (general), New Zealand	NZ	NZ00	22379	-36.1667	175.417	-1510164	0								4	Aotea, New Zealand (general), New Zealand	NZ	NZ00	22389	-37.9167	174.8	-1517681	20250514181500	https://www.rnz.co.nz/news/ourchangingworld/561024/our-changing-world-burrowing-into-the-mystery-of-great-barrier-island-s-black-petrels
1243841238	20250414	202504	2025	2025.2849											MNCUSA	NVIDIA	USA					MNC			1	138	138	13	3	-7.0	5	1	5	-0.3731343283582	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250514181500	https://finance.yahoo.com/news/nvidia-other-ai-stocks-climb-165738542.html
1243841239	20250414	202504	2025	2025.2849	EDU	UNIVERSITY						EDU			CHREDU	CHRISTIAN				CHR		EDU			0	010	010	01	1	0.0	2	1	2	-0.13192612137203	3	Regent University, Virginia, United States	US	USVA	VA810	36.8024	-76.1939	1780054	3	Virginia Beach, Virginia, United States	US	USVA		36.8529	-75.978	1500261	3	Virginia Beach, Virginia, United States	US	USVA		36.8529	-75.978	1500261	20250514181500	https://www.thedailybeast.com/maga-rising-star-winsome-earle-sears-of-virginia-scribbles-nutty-note-on-gay-marriage-bill/
1243841240	20250414	202504	2025	2025.2849	EDU	UNIVERSITY						EDU			CHREDU	CHRISTIAN				CHR		EDU			0	010	010	01	1	0.0	2	1	2	-0.13192612137203	3	Regent University, Virginia, United States	US	USVA	VA810	36.8024	-76.1939	1780054	3	Regent University, Virginia, United States	US	USVA		36.8024	-76.1939	1780054	3	Regent University, Virginia, United States	US	USVA		36.8024	-76.1939	1780054	20250514181500	https://www.thedailybeast.com/maga-rising-star-winsome-earle-sears-of-virginia-scribbles-nutty-note-on-gay-marriage-bill/
1243841241	20250414	202504	2025	2025.2849	GOV	ADMINISTRATION						GOV													1	0331	033	03	1	5.2	10	1	10	-1.63934426229508	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20250514181500	https://thehill.com/opinion/finance/5298907-why-tariffs-will-not-lead-to-the-onshoring-of-manufacturing-in-america/
1243841242	20250414	202504	2025	2025.2849	MIL	LIEUTENANT GENERAL						MIL			IGOWSTNAT	NATO	WST	NAT				IGO			0	014	014	01	1	0.0	1	1	1	-3.32439678284182	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250514181500	https://www.bgnes.com/conflicts/putin-may-send-600-000-troops-to-attack-nato-s-northern-flank-in-lightning-offensive
1243841243	20250414	202504	2025	2025.2849	RUS	RUSSIAN	RUS								IGOWSTNAT	NATO	WST	NAT				IGO			0	130	130	13	3	-4.4	1	1	1	-3.32439678284182	4	Leningrad, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Leningrad, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20250514181500	https://www.bgnes.com/conflicts/putin-may-send-600-000-troops-to-attack-nato-s-northern-flank-in-lightning-offensive
1243841244	20250414	202504	2025	2025.2849	RUSGOV	RUSSIA	RUS					GOV			IGOWSTNAT	NATO	WST	NAT				IGO			0	130	130	13	3	-4.4	1	1	1	-3.32439678284182	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250514181500	https://www.bgnes.com/conflicts/putin-may-send-600-000-troops-to-attack-nato-s-northern-flank-in-lightning-offensive
1243841245	20250414	202504	2025	2025.2849	RUSGOV	RUSSIA	RUS					GOV			IGOWSTNAT	NATO	WST	NAT				IGO			0	130	130	13	3	-4.4	1	1	1	-3.32439678284182	4	Leningrad, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Leningrad, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20250514181500	https://www.bgnes.com/conflicts/putin-may-send-600-000-troops-to-attack-nato-s-northern-flank-in-lightning-offensive
1243841246	20250414	202504	2025	2025.2849	RUSMIL	RUSSIA	RUS					MIL			IGOWSTNAT	NATO	WST	NAT				IGO			0	014	014	01	1	0.0	1	1	1	-3.32439678284182	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250514181500	https://www.bgnes.com/conflicts/putin-may-send-600-000-troops-to-attack-nato-s-northern-flank-in-lightning-offensive
1243841247	20250414	202504	2025	2025.2849	USA	KANSAS	USA																		0	110	110	11	3	-2.0	1	1	1	0	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20250514181500	https://kansaspublicradio.org/daily-headlines/2025-05-14/headlines-for-wednesday-may-14-2025
