1242000555	20240506	202405	2024	2024.3452											ISR	ISRAEL	ISR								0	170	170	17	4	-7.0	6	1	6	-3.65168539325843	0								1	Israel	IS	IS		31.5	34.75	IS	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506023000	https://www.foxnews.com/politics/linda-mcmahon-blasts-harvard-scathing-letter-telling-elite-university-no-longer-get-federal-grants
1242000556	20240506	202405	2024	2024.3452	OPP	THE OPPOSITION						OPP			OPPLEG	THE OPPOSITION						OPP	LEG		1	112	112	11	3	-2.0	1	1	1	-0.66334991708126	4	Badrinath, Uttaranchal, India	IN	IN39	70282	30.7333	79.4833	-2089496	4	Badrinath, Uttaranchal, India	IN	IN39	70282	30.7333	79.4833	-2089496	4	Dwarka, Gujarat, India	IN	IN09	17641	22.2394	68.9678	-2095389	20250506023000	https://www.freepressjournal.in/analysis/west-bengal-chief-minister-mamata-banerjees-jagannath-temple-inauguration-in-digha-is-just-a-poll-ploy
1242000557	20240506	202405	2024	2024.3452	OPP	THE OPPOSITION						OPP			OPPLEG	THE OPPOSITION						OPP	LEG		1	112	112	11	3	-2.0	1	1	1	-0.66334991708126	4	Dwarka, Gujarat, India	IN	IN09	17641	22.2394	68.9678	-2095389	4	Dwarka, Gujarat, India	IN	IN09	17641	22.2394	68.9678	-2095389	4	Digha, West Bengal, India	IN	IN28	70291	21.6833	87.55	-2094903	20250506023000	https://www.freepressjournal.in/analysis/west-bengal-chief-minister-mamata-banerjees-jagannath-temple-inauguration-in-digha-is-just-a-poll-ploy
1242000558	20240506	202405	2024	2024.3452	OPP	THE OPPOSITION						OPP			OPPLEG	THE OPPOSITION						OPP	LEG		1	112	112	11	3	-2.0	3	1	3	-0.66334991708126	4	Dwarka, Gujarat, India	IN	IN09	17641	22.2394	68.9678	-2095389	4	Dwarka, Gujarat, India	IN	IN09	17641	22.2394	68.9678	-2095389	4	Dwarka, Gujarat, India	IN	IN09	17641	22.2394	68.9678	-2095389	20250506023000	https://www.freepressjournal.in/analysis/west-bengal-chief-minister-mamata-banerjees-jagannath-temple-inauguration-in-digha-is-just-a-poll-ploy
1242000559	20240506	202405	2024	2024.3452	USA	UNITED STATES	USA								ISR	ISRAEL	ISR								0	170	170	17	4	-7.0	2	1	2	-3.65168539325843	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Israel	IS	IS		31.5	34.75	IS	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506023000	https://www.foxnews.com/politics/linda-mcmahon-blasts-harvard-scathing-letter-telling-elite-university-no-longer-get-federal-grants
1242000560	20240506	202405	2024	2024.3452	USA	UNITED STATES	USA								ISR	ISRAEL	ISR								0	170	170	17	4	-7.0	2	1	2	-3.65168539325843	3	Harvard University, Massachusetts, United States	US	USMA	MA017	42.3784	-71.1164	618399	3	Harvard University, Massachusetts, United States	US	USMA		42.3784	-71.1164	618399	3	Harvard University, Massachusetts, United States	US	USMA		42.3784	-71.1164	618399	20250506023000	https://www.foxnews.com/politics/linda-mcmahon-blasts-harvard-scathing-letter-telling-elite-university-no-longer-get-federal-grants
1242000561	20240506	202405	2024	2024.3452	USAGOV	THE WHITE HOUSE	USA					GOV			PSE	PALESTINIAN	PSE								0	010	010	01	1	0.0	2	1	2	-3.49344978165939	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Israel	IS	IS		31.5	34.75	IS	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506023000	https://www.hindustantimes.com/world-news/us-news/trump-vs-harvard-university-funding-blocked-until-it-meets-us-governments-demands-101746493268572.html
1242000562	20240506	202405	2024	2024.3452	USAGOV	THE WHITE HOUSE	USA					GOV			PSE	PALESTINIAN	PSE								0	010	010	01	1	0.0	1	1	1	-3.49344978165939	3	Harvard University, Massachusetts, United States	US	USMA	MA017	42.3784	-71.1164	618399	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506023000	https://www.hindustantimes.com/world-news/us-news/trump-vs-harvard-university-funding-blocked-until-it-meets-us-governments-demands-101746493268572.html
1242000563	20250406	202504	2025	2025.2630	EDU	UNIVERSITY						EDU			GOV	GOVERNMENT						GOV			0	115	115	11	3	-2.0	10	1	10	-3.49344978165939	3	Harvard University, Massachusetts, United States	US	USMA	MA017	42.3784	-71.1164	618399	3	Harvard University, Massachusetts, United States	US	USMA		42.3784	-71.1164	618399	3	Harvard University, Massachusetts, United States	US	USMA		42.3784	-71.1164	618399	20250506023000	https://www.hindustantimes.com/world-news/us-news/trump-vs-harvard-university-funding-blocked-until-it-meets-us-governments-demands-101746493268572.html
1242000564	20250406	202504	2025	2025.2630	JUD	ADVOCATE						JUD			LEG	LAWMAKER						LEG			1	022	022	02	1	3.2	5	1	5	-5.30973451327433	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250506023000	https://www.wyso.org/2025-05-05/cancer-prevention-advocates-push-for-higher-tax-on-tobacco-in-ohio
1242000565	20250406	202504	2025	2025.2630	MED	MEDIA						MED													1	080	080	08	2	5.0	3	1	3	-2.91479820627803	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250506023000	https://www.pedestrian.tv/entertainment/aimee-lou-wood-walton-goggins-end-feud/
1242000566	20250406	202504	2025	2025.2630	MED	MEDIA						MED			GBR	UNITED KINGDOM	GBR								1	080	080	08	2	5.0	2	1	2	-2.91479820627803	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250506023000	https://www.pedestrian.tv/entertainment/aimee-lou-wood-walton-goggins-end-feud/
1242000567	20250429	202504	2025	2025.3260	JPN	JAPAN	JPN								USA	WASHINGTON	USA								1	173	173	17	4	-5.0	8	1	8	0.656455142231943	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506023000	https://english.kyodonews.net:443/news/2025/05/ffee370fac3d-update1-us-agriculture-secretary-to-visit-japan-as-part-of-tariff-talks.html
1242000568	20250429	202504	2025	2025.3260	JPN	JAPAN	JPN								USA	WASHINGTON	USA								1	173	173	17	4	-5.0	2	1	2	0.656455142231943	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506023000	https://english.kyodonews.net:443/news/2025/05/ffee370fac3d-update1-us-agriculture-secretary-to-visit-japan-as-part-of-tariff-talks.html
1242000569	20250429	202504	2025	2025.3260	LEG	LAWMAKER						LEG													0	030	030	03	1	4.0	3	1	3	-2.46516613076099	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506023000	https://www.deseret.com/lifestyle/2025/05/04/us-schools-banning-cell-phones-restrictions-social-media/
1242000570	20250429	202504	2025	2025.3260	LEG	LAWMAKER						LEG													0	030	030	03	1	4.0	4	1	4	-2.46516613076099	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506023000	https://www.deseret.com/lifestyle/2025/05/04/us-schools-banning-cell-phones-restrictions-social-media/
1242000571	20250505	202505	2025	2025.3425	AUSLEG	AUSTRALIA	AUS					LEG													0	020	020	02	1	3.0	2	1	2	-2.19860754855258	4	Armidale, New South Wales, Australia	AS	AS02	5096	-30.5083	151.671	-1556250	0								4	Armidale, New South Wales, Australia	AS	AS02	5096	-30.5083	151.671	-1556250	20250506023000	https://www.armidaleexpress.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
