1241984325	20240506	202405	2024	2024.3452											AUS	AUSTRALIA	AUS								1	057	057	05	1	8.0	4	1	4	1.21107266435986	0								4	Rockhampton, Queensland, Australia	AS	AS04	154688	-23.3803	150.506	-1597814	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20250506003000	https://www.realestate.com.au/news/how-gen-z-accountant-tackled-record-housing-market/
1241984326	20240506	202405	2024	2024.3452											USAGOVDEV	LOUISIANA	USA					GOV	DEV		1	036	036	03	1	4.0	6	1	6	-1.66204986149584	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20250506003000	https://www.kalb.com/2025/05/05/cleco-power-prepares-upcoming-hurricane-season/
1241984327	20240506	202405	2024	2024.3452	AUS	AUSTRALIA	AUS																		1	057	057	05	1	8.0	4	1	4	1.21107266435986	4	Rockhampton, Queensland, Australia	AS	AS04	154688	-23.3803	150.506	-1597814	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20250506003000	https://www.realestate.com.au/news/how-gen-z-accountant-tackled-record-housing-market/
1241984328	20240506	202405	2024	2024.3452	GBR	LIVERPOOL	GBR																		0	1721	172	17	4	-5.0	7	1	7	0.49423393739704	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250506003000	https://metro.co.uk/2025/05/05/can-actually-bet-gemma-collins-next-james-bond-23031079/
1241984329	20240506	202405	2024	2024.3452	GOV	GOVERNOR						GOV													1	010	010	01	1	0.0	5	1	5	-1.61764705882353	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20250506003000	https://gazette.com/colorado_politics/artificial-intelligence-regulations-in-colorado/article_30056c0a-2d63-5261-b919-abda363c49f7.html
1241984330	20240506	202405	2024	2024.3452	GOVHLH	HEALTH MINIST						GOV	HLH		MYS	MALAYSIA	MYS								0	057	057	05	1	8.0	9	1	9	1.54569892473118	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250506003000	https://www.thestar.com.my/starpicks/2025/05/06/transforming-care-through-purposeful-action
1241984331	20240506	202405	2024	2024.3452	MDV	MALE	MDV																		1	115	115	11	3	-2.0	10	1	10	-6.07344632768362	0								0								0								20250506003000	https://www.wdrb.com/news/louisville-police-officer-fired-for-sending-officer-nude-photo/article_fe09cd70-612a-46e1-b8e9-d837289299cf.html
1241984332	20240506	202405	2024	2024.3452	MYS	MALAYSIA	MYS								GOVHLH	HEALTH MINIST						GOV	HLH		0	057	057	05	1	8.0	9	1	9	1.54569892473118	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250506003000	https://www.thestar.com.my/starpicks/2025/05/06/transforming-care-through-purposeful-action
1241984333	20240506	202405	2024	2024.3452	USA	MICHIGAN	USA								EDU	STUDENT						EDU			1	016	016	01	1	-2.0	10	1	10	-18.6335403726708	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250506003000	https://www.middleeasteye.net/live-blog/live-blog-update/michigan-attorney-general-drops-felony-charges-against-pro-palestine
1241984334	20240506	202405	2024	2024.3452	USA	LOUISIANA	USA								USAGOVDEV	UNITED STATES	USA					GOV	DEV		1	036	036	03	1	4.0	4	1	4	-1.66204986149584	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20250506003000	https://www.kalb.com/2025/05/05/cleco-power-prepares-upcoming-hurricane-season/
1241984335	20240506	202405	2024	2024.3452	USAGOVDEV	LOUISIANA	USA					GOV	DEV												1	036	036	03	1	4.0	6	1	6	-1.66204986149584	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20250506003000	https://www.kalb.com/2025/05/05/cleco-power-prepares-upcoming-hurricane-season/
1241984336	20240506	202405	2024	2024.3452	USAGOVDEV	UNITED STATES	USA					GOV	DEV		USA	LOUISIANA	USA								1	036	036	03	1	4.0	4	1	4	-1.66204986149584	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20250506003000	https://www.kalb.com/2025/05/05/cleco-power-prepares-upcoming-hurricane-season/
1241984337	20250406	202504	2025	2025.2630	BUS	INVESTOR						BUS			GOV	PRESIDENT						GOV			0	050	050	05	1	3.5	6	1	6	-1.29198966408268	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	China	CH	CH		35	105	CH	20250506003000	https://www.whitecountycitizen.com/milken-crowd-warms-up-to-tariffs-while-condemning-all-the-chaos/article_5209b4eb-4588-5809-a947-3cd8b476a183.html
1241984338	20250406	202504	2025	2025.2630	BUS	INVESTOR						BUS			GOV	PRESIDENT						GOV			0	050	050	05	1	3.5	4	1	4	-1.29198966408268	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250506003000	https://www.whitecountycitizen.com/milken-crowd-warms-up-to-tariffs-while-condemning-all-the-chaos/article_5209b4eb-4588-5809-a947-3cd8b476a183.html
1241984339	20250406	202504	2025	2025.2630	BUS	AIRLINE						BUS			USA	CHICAGO	USA								1	112	112	11	3	-2.0	10	1	10	3.31125827814569	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250506003000	https://97zokonline.com/ixp/723/p/james-rondeau-controversy-chicago/
1241984340	20250406	202504	2025	2025.2630	ELI	FIRST LADY						ELI			AFR	AFRICA	AFR								1	040	040	04	1	1.0	1	1	1	-5.5956678700361	4	Mhlanga, Matabeleland South, Zimbabwe	ZI	ZI07	6329	-20.7312	27.944	-2322980	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Mhlanga, Matabeleland South, Zimbabwe	ZI	ZI07	6329	-20.7312	27.944	-2322980	20250506003000	https://www.newsday.co.zw/local-news/article/200041539/protesters-in-bid-to-stop-auxillias-uk-visit
1241984341	20250406	202504	2025	2025.2630	ELI	FIRST LADY						ELI			AFR	AFRICA	AFR								1	040	040	04	1	1.0	6	1	6	-5.5956678700361	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250506003000	https://www.newsday.co.zw/local-news/article/200041539/protesters-in-bid-to-stop-auxillias-uk-visit
1241984342	20250406	202504	2025	2025.2630	GOV	PRESIDENT						GOV			BUS	INVESTOR						BUS			0	050	050	05	1	3.5	6	1	6	-1.29198966408268	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	China	CH	CH		35	105	CH	20250506003000	https://www.whitecountycitizen.com/milken-crowd-warms-up-to-tariffs-while-condemning-all-the-chaos/article_5209b4eb-4588-5809-a947-3cd8b476a183.html
