1242008144	20240506	202405	2024	2024.3452	BUS	BANK						BUS													1	073	073	07	2	7.4	5	1	5	-0.45662100456621	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20250506034500	https://tucson.com/news/community/article_48db9558-fe7f-48dd-9eec-62f323b992c9.html
1242008145	20240506	202405	2024	2024.3452	JUD	SUPREME COURT						JUD													1	016	016	01	1	-2.0	5	1	5	-2.5844930417495	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506034500	https://www.yahoo.com/news/trump-continues-biden-court-defense-024359412.html
1242008146	20240506	202405	2024	2024.3452	JUD	SUPREME COURT						JUD													1	160	160	16	4	-4.0	10	1	10	-2.5844930417495	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20250506034500	https://www.yahoo.com/news/trump-continues-biden-court-defense-024359412.html
1242008147	20240506	202405	2024	2024.3452	USAGOVDEV	USAID	USA					GOV	DEV		GOV	INTERIM GOVERNMENT						GOV			0	020	020	02	1	3.0	10	1	10	-3.10701956271576	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250506034500	https://www.yahoo.com/news/us-aid-cuts-push-bangladeshs-030327888.html
1242008148	20250406	202504	2025	2025.2630	CVL	ENGINEER						CVL			BUS	COMPANY						BUS			0	020	020	02	1	3.0	1	1	1	1.60965794768611	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250506034500	https://www.theepochtimes.com/business/openai-reverses-course-will-remain-under-nonprofit-control-5852718
1242008149	20250406	202504	2025	2025.2630	CVL	ENGINEER						CVL			BUS	COMPANY						BUS			0	020	020	02	1	3.0	7	1	7	1.60965794768611	2	California, United States	US	USCA		36.17	-119.746	CA	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20250506034500	https://www.theepochtimes.com/business/openai-reverses-course-will-remain-under-nonprofit-control-5852718
1242008150	20250406	202504	2025	2025.2630	CVL	ENGINEER						CVL			USA	CALIFORNIA	USA								0	020	020	02	1	3.0	1	1	1	1.60965794768611	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250506034500	https://www.theepochtimes.com/business/openai-reverses-course-will-remain-under-nonprofit-control-5852718
1242008151	20250406	202504	2025	2025.2630	CVL	ENGINEER						CVL			USA	CALIFORNIA	USA								0	020	020	02	1	3.0	7	1	7	1.60965794768611	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20250506034500	https://www.theepochtimes.com/business/openai-reverses-course-will-remain-under-nonprofit-control-5852718
1242008152	20250406	202504	2025	2025.2630	JPNHLH	TOKYO	JPN					HLH													1	030	030	03	1	4.0	9	2	9	-1.92245690592408	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20250506034500	https://www.yahoo.com/news/japan-former-emperor-akihito-hospitalized-023938053.html
1242008153	20250406	202504	2025	2025.2630	TWN	TAIWANESE	TWN								USA	TEXAS	USA								0	0311	031	03	1	5.2	10	1	10	2.39726027397261	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	2	Texas, United States	US	USTX		31.106	-97.6475	TX	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20250506034500	https://www.marketscreener.com/news/latest/Taiwan-foreign-minister-to-visit-Texas-to-boost-trade-ties-49833363/
