1242017679	20240506	202405	2024	2024.3452											BUS	CORPORATION						BUS			0	042	042	04	1	1.9	10	1	10	2.90381125226861	0								4	Kempsey, New South Wales, Australia	AS	AS02	5096	-31.079	152.831	-1581302	4	Kempsey, New South Wales, Australia	AS	AS02	5096	-31.079	152.831	-1581302	20250506051500	https://www.macleayargus.com.au/story/8959832/learning-the-macleay-marks-two-years-of-community-driven-change/
1242017680	20240506	202405	2024	2024.3452	BUS	CORPORATION						BUS													0	043	043	04	1	2.8	10	1	10	2.90381125226861	4	Kempsey, New South Wales, Australia	AS	AS02	5096	-31.079	152.831	-1581302	0								4	Kempsey, New South Wales, Australia	AS	AS02	5096	-31.079	152.831	-1581302	20250506051500	https://www.macleayargus.com.au/story/8959832/learning-the-macleay-marks-two-years-of-community-driven-change/
1242017681	20240506	202405	2024	2024.3452	CAN	CANADIAN	CAN								CANGOV	ALBERTA	CAN					GOV			1	046	046	04	1	7.0	2	1	2	0.21978021978022	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250506051500	https://www.leadertelegram.com/news/world/alberta-s-smith-plans-talks-with-carney-says-separation-vote-possible/article_daa4a5cd-2875-52bb-8483-ca56fac61c94.html
1242017682	20240506	202405	2024	2024.3452	CAN	CANADIAN	CAN								CANGOV	ALBERTA	CAN					GOV			1	050	050	05	1	3.5	2	1	2	0.21978021978022	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250506051500	https://www.leadertelegram.com/news/world/alberta-s-smith-plans-talks-with-carney-says-separation-vote-possible/article_daa4a5cd-2875-52bb-8483-ca56fac61c94.html
1242017683	20240506	202405	2024	2024.3452	CANGOV	ALBERTA	CAN					GOV			CAN	CANADIAN	CAN								1	046	046	04	1	7.0	2	1	2	0.21978021978022	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250506051500	https://www.leadertelegram.com/news/world/alberta-s-smith-plans-talks-with-carney-says-separation-vote-possible/article_daa4a5cd-2875-52bb-8483-ca56fac61c94.html
1242017684	20240506	202405	2024	2024.3452	CANGOV	ALBERTA	CAN					GOV			CAN	CANADIAN	CAN								1	050	050	05	1	3.5	2	1	2	0.21978021978022	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250506051500	https://www.leadertelegram.com/news/world/alberta-s-smith-plans-talks-with-carney-says-separation-vote-possible/article_daa4a5cd-2875-52bb-8483-ca56fac61c94.html
1242017685	20240506	202405	2024	2024.3452	EDU	STUDENT						EDU													1	141	141	14	3	-6.5	4	1	4	1.49625935162095	5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	0								5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	20250506051500	https://economictimes.indiatimes.com/news/new-updates/mpbse-class-10-exam-toppers-2025-check-names-district-marks-and-other-details/articleshow/120919119.cms
1242017686	20240506	202405	2024	2024.3452	IND	MADHYA PRADESH	IND								EDU	STUDENT						EDU			1	141	141	14	3	-6.5	4	1	4	1.49625935162095	5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	20250506051500	https://economictimes.indiatimes.com/news/new-updates/mpbse-class-10-exam-toppers-2025-check-names-district-marks-and-other-details/articleshow/120919119.cms
1242017687	20240506	202405	2024	2024.3452	USA	UNITED STATES	USA								ISR	ISRAEL	ISR								0	170	170	17	4	-7.0	2	1	2	-3.45438441098317	3	Harvard University, Massachusetts, United States	US	USMA	MA017	42.3784	-71.1164	618399	1	Israel	IS	IS		31.5	34.75	IS	3	Harvard University, Massachusetts, United States	US	USMA		42.3784	-71.1164	618399	20250506051500	https://foxwilmington.com/linda-mcmahon-blasts-harvard-in-scathing-letter-telling-elite-university-it-will-no-longer-get-federal-grants/
1242017688	20250406	202504	2025	2025.2630											USA	UNITED STATES	USA								1	174	174	17	4	-5.0	1	1	1	-8.96226415094341	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	3	Danville, Louisiana, United States	US	USLA	LA013	32.229	-92.8479	547287	20250506051500	https://www.chathamstartribune.com/news/article_87c090fc-ceae-40bd-aa55-9ed94b77e7cf.html
