1242192605	20150510	201505	2015	2015.3562	FRA	FRENCH	FRA								USA	ARKANSAS	USA								1	012	012	01	1	-0.4	1	1	1	1.7274472168906	1	France	FR	FR		46	2	FR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20250507000000	https://www.thv11.com/article/news/local/arkansas-french-hill-pushing-to-give-unused-federal-building-to-perry-county/91-0765919a-c74c-4115-af4f-5215587ef1e7
1242192606	20150510	201505	2015	2015.3562	USA	UNITED STATES	USA								FRA	FRANCE	FRA								1	012	012	01	1	-0.4	2	1	2	1.7274472168906	3	Perry County, Arkansas, United States	US	USAR	AR105	34.9334	-92.9668	69171	1	France	FR	FR		46	2	FR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20250507000000	https://www.thv11.com/article/news/local/arkansas-french-hill-pushing-to-give-unused-federal-building-to-perry-county/91-0765919a-c74c-4115-af4f-5215587ef1e7
1242192607	20240507	202405	2024	2024.3479											COP	POLICE OFFICIALS						COP			0	040	040	04	1	1.0	6	1	6	-2.16165413533835	0								3	Olympia, Washington, United States	US	USWA	WA067	47.0379	-122.901	1533353	3	Olympia, Washington, United States	US	USWA	WA067	47.0379	-122.901	1533353	20250507000000	http://www.thereflector.com/stories/why-police-accountability-efforts-failed-again-in-the-washington-state-legislature,380343
1242192608	20240507	202405	2024	2024.3479											KORPTY	SOUTH KOREA	KOR								1	186	186	18	4	-10.0	4	1	4	-1.68483647175421	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250507000000	https://foreignpolicy.com/2025/05/06/south-korea-impeachment-presidential-elections-yoon-lee-kim/?tpcc=recirc_trending062921
1242192609	20240507	202405	2024	2024.3479											PTY	DEMOCRATIC PARTY									1	186	186	18	4	-10.0	2	1	2	-1.68483647175421	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250507000000	https://foreignpolicy.com/2025/05/06/south-korea-impeachment-presidential-elections-yoon-lee-kim/?tpcc=recirc_trending062921
1242192610	20240507	202405	2024	2024.3479											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-8.61759425493716	0								3	Sequoyah County, Oklahoma, United States	US	USOK		35.4501	-94.7336	1101855	3	Sequoyah County, Oklahoma, United States	US	USOK		35.4501	-94.7336	1101855	20250507000000	https://www.thv11.com/article/news/crime/stacy-lee-drake-hearings-sequoyah-county-double-homicide/527-44775adb-7269-4ad6-abe5-c4eef12d38e0
1242192611	20240507	202405	2024	2024.3479											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	5	1	5	-8.61759425493716	0								3	Sequoyah County, Oklahoma, United States	US	USOK		35.4501	-94.7336	1101855	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20250507000000	https://www.thv11.com/article/news/crime/stacy-lee-drake-hearings-sequoyah-county-double-homicide/527-44775adb-7269-4ad6-abe5-c4eef12d38e0
1242192612	20240507	202405	2024	2024.3479	COP	POLICE OFFICIALS						COP													0	040	040	04	1	1.0	6	1	6	-2.16165413533835	3	Olympia, Washington, United States	US	USWA	WA067	47.0379	-122.901	1533353	0								3	Olympia, Washington, United States	US	USWA	WA067	47.0379	-122.901	1533353	20250507000000	http://www.thereflector.com/stories/why-police-accountability-efforts-failed-again-in-the-washington-state-legislature,380343
1242192613	20240507	202405	2024	2024.3479	COP	POLICE OFFICIALS						COP			USA	UNITED STATES	USA								0	040	040	04	1	1.0	4	1	4	-2.16165413533835	3	Olympia, Washington, United States	US	USWA	WA067	47.0379	-122.901	1533353	3	Olympia, Washington, United States	US	USWA	WA067	47.0379	-122.901	1533353	3	Olympia, Washington, United States	US	USWA	WA067	47.0379	-122.901	1533353	20250507000000	http://www.thereflector.com/stories/why-police-accountability-efforts-failed-again-in-the-washington-state-legislature,380343
1242192614	20240507	202405	2024	2024.3479	COP	POLICE						COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	6	1	6	-9.32203389830506	3	New Haven, Connecticut, United States	US	USCT	CT009	41.3082	-72.9282	209231	3	New Haven, Connecticut, United States	US	USCT		41.3082	-72.9282	209231	3	New Haven, Connecticut, United States	US	USCT		41.3082	-72.9282	209231	20250507000000	https://www.nbcconnecticut.com/news/local/police-arrest-man-deadly-shooting-new-haven/3559746/
1242192615	20240507	202405	2024	2024.3479	COP	POLICE						COP			USA	UNITED STATES	USA								1	193	193	19	4	-10.0	6	1	6	-9.32203389830506	3	New Haven, Connecticut, United States	US	USCT	CT009	41.3082	-72.9282	209231	3	New Haven, Connecticut, United States	US	USCT		41.3082	-72.9282	209231	3	New Haven, Connecticut, United States	US	USCT		41.3082	-72.9282	209231	20250507000000	https://www.nbcconnecticut.com/news/local/police-arrest-man-deadly-shooting-new-haven/3559746/
1242192616	20240507	202405	2024	2024.3479	CVL	VOTER						CVL													1	020	020	02	1	3.0	10	1	10	0.41666666666667	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20250507000000	https://www.braidwoodtimes.com.au/story/8960163/labors-bean-seat-challenge-david-smith-vs-price/
1242192617	20240507	202405	2024	2024.3479	GBR	BRITISH	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			1	070	070	07	2	7.0	8	1	8	-2.04271123491179	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250507000000	https://www.dailymail.co.uk/news/article-14685253/Fury-two-tier-Keirs-tax-break-Indian-worker.html
1242192618	20240507	202405	2024	2024.3479	GBR	BRITISH	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			1	112	112	11	3	-2.0	6	1	6	-2.04271123491179	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250507000000	https://www.dailymail.co.uk/news/article-14685253/Fury-two-tier-Keirs-tax-break-Indian-worker.html
1242192619	20240507	202405	2024	2024.3479	GBR	BRITISH	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			1	112	112	11	3	-2.0	2	1	2	-2.04271123491179	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250507000000	https://www.dailymail.co.uk/news/article-14685253/Fury-two-tier-Keirs-tax-break-Indian-worker.html
1242192620	20240507	202405	2024	2024.3479	GOV	PRIME MINISTER						GOV			MYS	MALAYSIA	MYS								1	036	036	03	1	4.0	1	1	1	-4.46808510638298	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20250507000000	https://www.bangkokpost.com/thailand/general/3019210/govt-ready-for-new-talks-on-peace-in-deep-south
