1243143441	20240511	202405	2024	2024.3589	AUS	AUSTRALIA	AUS																		0	015	015	01	1	0.0	4	1	4	-8.90625	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20250511140000	https://www.dailymail.co.uk/news/article-14699929/OnlyFans-Alice-Weekes-Adelaide.html
1243143442	20250411	202504	2025	2025.2767											GOV	GOVERNMENT						GOV			1	014	014	01	1	0.0	10	1	10	-0.96385542168675	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20250511140000	https://www.thehindu.com/news/national/telangana/harish-rao-flays-uttam-reddy-for-misleading-people-on-clearances-for-srlis/article69563853.ece
1243143443	20250504	202505	2025	2025.3397											CVL	TOURIST						CVL			1	043	043	04	1	2.8	10	1	10	-4.92537313432836	0								5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20250511140000	https://www.durangoherald.com/articles/india-and-pakistan-ceasefire-shaken-by-overnight-border-fighting-in-disputed-kashmir-region/
1243143444	20250504	202505	2025	2025.3397											ISRGOVEDU	GIDEON SAAR	ISR					GOV	EDU		0	043	043	04	1	2.8	1	1	1	-5.16129032258065	0								4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	20250511140000	https://ejpress.org/saar-condemns-djerba-machete-attack/
1243143445	20250504	202505	2025	2025.3397											ISRGOVEDU	GIDEON SAAR	ISR					GOV	EDU		0	051	051	05	1	3.4	1	1	1	-5.16129032258065	0								4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	20250511140000	https://ejpress.org/saar-condemns-djerba-machete-attack/
1243143446	20250504	202505	2025	2025.3397											ISRGOVEDU	GIDEON SAAR	ISR					GOV	EDU		0	100	100	10	3	-5.0	1	1	1	-5.16129032258065	0								4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	20250511140000	https://ejpress.org/saar-condemns-djerba-machete-attack/
1243143447	20250504	202505	2025	2025.3397											SAU	SAUDI ARABIA	SAU								1	057	057	05	1	8.0	1	1	1	2.05209155485399	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250511140000	https://www.egyptindependent.com/jared-kushner-quietly-advising-trump-administration-ahead-of-middle-east-trip/
1243143448	20250504	202505	2025	2025.3397	ISRGOVEDU	GIDEON SAAR	ISR					GOV	EDU												0	042	042	04	1	1.9	1	1	1	-5.16129032258065	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	0								4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	20250511140000	https://ejpress.org/saar-condemns-djerba-machete-attack/
1243143449	20250504	202505	2025	2025.3397	ISRGOVEDU	GIDEON SAAR	ISR					GOV	EDU		TUN	TUNISIA	TUN								0	042	042	04	1	1.9	4	1	4	-5.16129032258065	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	20250511140000	https://ejpress.org/saar-condemns-djerba-machete-attack/
1243143450	20250504	202505	2025	2025.3397	RUS	RUSSIA	RUS								GOV	PRESIDENT						GOV			0	036	036	03	1	4.0	2	1	2	2.05209155485399	1	Russia	RS	RS		60	100	RS	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Russia	RS	RS		60	100	RS	20250511140000	https://www.egyptindependent.com/jared-kushner-quietly-advising-trump-administration-ahead-of-middle-east-trip/
1243143451	20250504	202505	2025	2025.3397	SAU	SAUDI ARABIA	SAU																		1	057	057	05	1	8.0	2	1	2	2.05209155485399	1	Russia	RS	RS		60	100	RS	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250511140000	https://www.egyptindependent.com/jared-kushner-quietly-advising-trump-administration-ahead-of-middle-east-trip/
1243143452	20250504	202505	2025	2025.3397	TUN	TUNISIA	TUN								ISRGOVEDU	GIDEON SAAR	ISR					GOV	EDU		0	043	043	04	1	2.8	4	1	4	-5.16129032258065	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	20250511140000	https://ejpress.org/saar-condemns-djerba-machete-attack/
1243143453	20250504	202505	2025	2025.3397	TUN	TUNISIA	TUN								ISRGOVEDU	GIDEON SAAR	ISR					GOV	EDU		0	051	051	05	1	3.4	4	1	4	-5.16129032258065	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	20250511140000	https://ejpress.org/saar-condemns-djerba-machete-attack/
1243143454	20250504	202505	2025	2025.3397	TUN	TUNISIA	TUN								ISRGOVEDU	GIDEON SAAR	ISR					GOV	EDU		0	100	100	10	3	-5.0	4	1	4	-5.16129032258065	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	4	Djerba, Madanin, Tunisia	TS	TS28	39370	33.8758	10.8575	-725744	20250511140000	https://ejpress.org/saar-condemns-djerba-machete-attack/
1243143455	20250504	202505	2025	2025.3397	USA	DENVER	USA								MNCCAN	SUNCOR ENERGY	CAN					MNC			1	120	120	12	3	-4.0	10	1	10	-1.81818181818182	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20250511140000	https://www.eptrail.com/2025/05/11/oil-gas-opposition-colorado-suncor-pipeline/
1243143456	20250510	202505	2025	2025.3562	ELI	ACTOR						ELI			REB	UPRISING						REB			1	012	012	01	1	-0.4	4	1	4	4.17163289630512	4	Egba, Nigeria (general), Nigeria	NI	NI00	191219	7.46667	4.01667	-2005851	4	Egba, Nigeria (general), Nigeria	NI	NI00	191219	7.46667	4.01667	-2005851	4	Egba, Nigeria (general), Nigeria	NI	NI00	191219	7.46667	4.01667	-2005851	20250511140000	https://www.premiumtimesng.com/entertainment/nollywood/793544-adebimpe-lateef-adedimeji-speak-on-lisabis-wins-at-2025-amvca.html
1243143457	20250510	202505	2025	2025.3562	NGA	NIGERIA	NGA								REB	UPRISING						REB			1	012	012	01	1	-0.4	1	1	1	4.17163289630512	4	Egba, Nigeria (general), Nigeria	NI	NI00	191219	7.46667	4.01667	-2005851	4	Egba, Nigeria (general), Nigeria	NI	NI00	191219	7.46667	4.01667	-2005851	4	Egba, Nigeria (general), Nigeria	NI	NI00	191219	7.46667	4.01667	-2005851	20250511140000	https://www.premiumtimesng.com/entertainment/nollywood/793544-adebimpe-lateef-adedimeji-speak-on-lisabis-wins-at-2025-amvca.html
1243143458	20250511	202505	2025	2025.3589											AFG	AFGHAN	AFG								0	040	040	04	1	1.0	1	1	1	4.04984423676012	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250511140000	https://www.dawn.com/news/1910314/trilateral-dialogue-afghan-taliban-govt-seeks-constructive-engagement-with-pakistan-china
1243143459	20250511	202505	2025	2025.3589											AFGGOV	AFGHAN	AFG					GOV			0	040	040	04	1	1.0	6	1	6	4.04984423676012	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20250511140000	https://www.dawn.com/news/1910314/trilateral-dialogue-afghan-taliban-govt-seeks-constructive-engagement-with-pakistan-china
