1242041294	20240506	202405	2024	2024.3452	GOV	GOVERNMENT						GOV			MEXGOV	MEXICO	MEX					GOV			0	010	010	01	1	0.0	1	1	1	-4.40087145969499	4	Guayaquil, Guayas, Ecuador	EC	EC10	18585	-2.16667	-79.9	-927505	4	Guayaquil, Guayas, Ecuador	EC	EC10	18585	-2.16667	-79.9	-927505	4	Guayaquil, Guayas, Ecuador	EC	EC10	18585	-2.16667	-79.9	-927505	20250506083000	https://links.org.au/ecuador-understanding-noboas-victory
1242041295	20240506	202405	2024	2024.3452	GOV	GOVERNMENT						GOV			MEXGOV	MEXICO	MEX					GOV			0	010	010	01	1	0.0	1	1	1	-4.40087145969499	4	Guayaquil, Guayas, Ecuador	EC	EC10	18585	-2.16667	-79.9	-927505	1	Mexico	MX	MX		23	-102	MX	4	Guayaquil, Guayas, Ecuador	EC	EC10	18585	-2.16667	-79.9	-927505	20250506083000	https://links.org.au/ecuador-understanding-noboas-victory
1242041296	20240506	202405	2024	2024.3452	GOVENV	ENVIRONMENT MINIST						GOV	ENV		MOZ	MOZAMBIQUE	MOZ								1	051	051	05	1	3.4	4	1	4	-8.54700854700855	1	Mozambique	MZ	MZ		-18.25	35	MZ	4	Kruger National Park, Limpopo, South Africa	SF	SF09	77342	-23.8333	31.5	-1248727	1	Mozambique	MZ	MZ		-18.25	35	MZ	20250506083000	https://www.euronews.com/green/2025/05/06/poachers-have-killed-more-than-100-rhinos-in-south-africa-this-year-most-of-them-in-nation
1242041297	20240506	202405	2024	2024.3452	GOVENV	ENVIRONMENT MINIST						GOV	ENV		MOZ	MOZAMBIQUE	MOZ								1	051	051	05	1	3.4	6	1	6	-8.54700854700855	1	Mozambique	MZ	MZ		-18.25	35	MZ	1	Mozambique	MZ	MZ		-18.25	35	MZ	1	Mozambique	MZ	MZ		-18.25	35	MZ	20250506083000	https://www.euronews.com/green/2025/05/06/poachers-have-killed-more-than-100-rhinos-in-south-africa-this-year-most-of-them-in-nation
1242041298	20240506	202405	2024	2024.3452	GRC	GREECE	GRC																		0	010	010	01	1	0.0	2	1	2	4.18937329700273	4	Ioannina, Perifereia Ipeirou, Greece	GR	GR58	16693	39.6675	20.8508	-818126	0								4	Lakemba, New South Wales, Australia	AS	AS02	4972	-33.9167	151.083	-1582810	20250506083000	https://neoskosmos.com/en/2025/05/06/features/youngsters-delight-greek-festival-of-sydney-with-excellent-talent-showcase/
1242041299	20240506	202405	2024	2024.3452	GRC	GREECE	GRC																		0	010	010	01	1	0.0	4	1	4	4.18937329700273	4	Ioannina, Perifereia Ipeirou, Greece	GR	GR58	16693	39.6675	20.8508	-818126	0								4	Ioannina, Perifereia Ipeirou, Greece	GR	GR58	16693	39.6675	20.8508	-818126	20250506083000	https://neoskosmos.com/en/2025/05/06/features/youngsters-delight-greek-festival-of-sydney-with-excellent-talent-showcase/
1242041300	20240506	202405	2024	2024.3452	GRC	GREECE	GRC																		0	010	010	01	1	0.0	2	1	2	4.18937329700273	4	Mytilene, Perifereia Voreiou Aigaiou, Greece	GR	GR65	16725	39.11	26.5547	-824223	0								4	Orestiada, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	16676	41.5031	26.5297	-825008	20250506083000	https://neoskosmos.com/en/2025/05/06/features/youngsters-delight-greek-festival-of-sydney-with-excellent-talent-showcase/
1242041301	20240506	202405	2024	2024.3452	GRC	RHODES	GRC																		0	010	010	01	1	0.0	2	1	2	4.18937329700273	4	Orestiada, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	16676	41.5031	26.5297	-825008	0								4	Ioannina, Perifereia Ipeirou, Greece	GR	GR58	16693	39.6675	20.8508	-818126	20250506083000	https://neoskosmos.com/en/2025/05/06/features/youngsters-delight-greek-festival-of-sydney-with-excellent-talent-showcase/
1242041302	20240506	202405	2024	2024.3452	PAK	PAKISTAN	PAK																		1	010	010	01	1	0.0	10	2	10	-3.69174832825601	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	0								5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20250506083000	https://news.webindia123.com/news/Articles/India/20250506/4313512.html
1242041303	20240506	202405	2024	2024.3452	UKR	UKRAINIAN	UKR								RUS	MOSCOW	RUS								1	014	014	01	1	0.0	1	1	1	-3.2258064516129	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Ukraine	UP	UP		49	32	UP	20250506083000	https://www.yahoo.com/news/weve-stalled-russian-attacks-pokrovsk-080254965.html
