1242020654	20240506	202405	2024	2024.3452	COP	POLICE OFFICER						COP													1	012	012	01	1	-0.4	10	1	10	-2.72373540856032	1	Samoa	WS	WS		-13.803096	-172.178309	WS	0								1	Samoa	WS	WS		-13.803096	-172.178309	WS	20250506054500	https://community.scoop.co.nz/2025/05/calls-to-arm-samoa-police-grow-amid-rising-threat-of-gun-violence/
1242020655	20240506	202405	2024	2024.3452	COP	POLICE OFFICER						COP													1	193	193	19	4	-10.0	10	1	10	-2.72373540856032	1	Samoa	WS	WS		-13.803096	-172.178309	WS	0								1	Samoa	WS	WS		-13.803096	-172.178309	WS	20250506054500	https://community.scoop.co.nz/2025/05/calls-to-arm-samoa-police-grow-amid-rising-threat-of-gun-violence/
1242020656	20240506	202405	2024	2024.3452	INDGOV	OMAR ABDULLAH	IND					GOV													0	130	130	13	3	-4.4	5	1	5	-5.36130536130536	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	0								5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20250506054500	https://www.durangoherald.com/articles/indias-leader-modi-touted-all-was-well-in-kashmir-a-massacre-of-tourists-shattered-that-claim/
1242020657	20240506	202405	2024	2024.3452	TCD	CHAD	TCD								MIL	MILITARY BASE						MIL			0	131	131	13	3	-5.8	2	1	2	-7.12328767123287	4	Lake Chad, Nigeria (general), Nigeria	NI	NI00	190951	13.3285	14.1217	-2003602	1	Cameroon	CM	CM		6	12	CM	4	Lake Chad, Nigeria (general), Nigeria	NI	NI00	190951	13.3285	14.1217	-2003602	20250506054500	https://punchng.com/rescuing-northern-nigeria-from-terrorism/
1242020658	20240506	202405	2024	2024.3452	TCD	CHAD	TCD								MIL	MILITARY BASE						MIL			0	131	131	13	3	-5.8	8	1	8	-7.12328767123287	1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	20250506054500	https://punchng.com/rescuing-northern-nigeria-from-terrorism/
1242020659	20250406	202504	2025	2025.2630	EDU	STUDENT						EDU													1	082	082	08	2	5.0	5	1	5	-1.875	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250506054500	https://www.koreaherald.com:443/article/10481007
1242020660	20250406	202504	2025	2025.2630	EDU	STUDENT						EDU													1	085	085	08	2	7.0	5	1	5	-1.875	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250506054500	https://www.koreaherald.com:443/article/10481007
1242020661	20250406	202504	2025	2025.2630	GBR	UNITED KINGDOM	GBR								BUS	COMPANIES						BUS			1	130	130	13	3	-4.4	10	1	10	-4.21545667447307	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250506054500	https://www.thetimes.com/business-money/companies/article/sharp-rise-in-profit-warnings-on-london-markets-over-trump-tariffs-zjhsrhb67
1242020662	20250406	202504	2025	2025.2630	INDGOV	MAMATA BANERJEE	IND					GOV			INDGOV	MAMATA BANERJEE	IND					GOV			1	020	020	02	1	3.0	5	1	5	-1.48148148148148	0								0								0								20250506054500	https://www.thestatesman.com/bengal/be-more-active-in-public-interaction-mamata-tells-party-mlas-1503428836.html
1242020663	20250429	202504	2025	2025.3260	FJI	FIJI	FJI								GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	3	1	3	0	4	Western Division, Western, Fiji	FJ	FJ05	40204	-18	177.5	-1199044	4	Western Division, Western, Fiji	FJ	FJ05	40204	-18	177.5	-1199044	4	Western Division, Western, Fiji	FJ	FJ05	40204	-18	177.5	-1199044	20250506054500	https://fijisun.com.fj/2025/05/06/cabbies-say-no-to-pari-taxis/
