1242014229	20240506	202405	2024	2024.3452											MNCJPN	MITSUBISHI	JPN					MNC			0	046	046	04	1	7.0	6	1	6	3.12260076775432	0								1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20250506044500	https://www.moneycontrol.com/news/business/japan-s-smbc-in-talks-with-sbi-for-yes-bank-stake-acquisition-13013957.html
1242014230	20240506	202405	2024	2024.3452	AUS	VICTORIA	AUS																		1	190	190	19	4	-10.0	10	1	10	-4.18410041841004	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20250506044500	https://www.ewn.co.za/2025/05/06/george-building-collapse-one-year-on-remembering-34-lives
1242014231	20240506	202405	2024	2024.3452	CHN	CHINA	CHN								DEU	GERMANY	DEU								1	042	042	04	1	1.9	1	1	1	3.14637482900137	4	Kunming, Yunnan, China	CH	CH29	13303	25.0389	102.718	-1913826	4	Kunming, Yunnan, China	CH	CH29	13303	25.0389	102.718	-1913826	4	Kunming, Yunnan, China	CH	CH29	13303	25.0389	102.718	-1913826	20250506044500	http://english.anhuinews.com/newscenter/headline/202505/t20250506_8448541.html
1242014232	20240506	202405	2024	2024.3452	CHN	CHINA	CHN								DEU	GERMANY	DEU								1	042	042	04	1	1.9	4	1	4	3.14637482900137	4	Kunming, Yunnan, China	CH	CH29	13303	25.0389	102.718	-1913826	1	Germany	GM	GM		51.5	10.5	GM	4	Kunming, Yunnan, China	CH	CH29	13303	25.0389	102.718	-1913826	20250506044500	http://english.anhuinews.com/newscenter/headline/202505/t20250506_8448541.html
1242014233	20240506	202405	2024	2024.3452	DEU	GERMANY	DEU								CHN	CHINA	CHN								1	043	043	04	1	2.8	1	1	1	3.14637482900137	4	Kunming, Yunnan, China	CH	CH29	13303	25.0389	102.718	-1913826	4	Kunming, Yunnan, China	CH	CH29	13303	25.0389	102.718	-1913826	4	Kunming, Yunnan, China	CH	CH29	13303	25.0389	102.718	-1913826	20250506044500	http://english.anhuinews.com/newscenter/headline/202505/t20250506_8448541.html
1242014234	20240506	202405	2024	2024.3452	DEU	GERMANY	DEU								CHN	CHINA	CHN								1	043	043	04	1	2.8	4	1	4	3.14637482900137	1	Germany	GM	GM		51.5	10.5	GM	4	Kunming, Yunnan, China	CH	CH29	13303	25.0389	102.718	-1913826	4	Kunming, Yunnan, China	CH	CH29	13303	25.0389	102.718	-1913826	20250506044500	http://english.anhuinews.com/newscenter/headline/202505/t20250506_8448541.html
1242014235	20240506	202405	2024	2024.3452	ELI	ACTOR						ELI			USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	3.38028169014085	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	1	Ghana	GH	GH		8	-2	GH	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250506044500	https://www.essence.com/fashion/colman-domingo-2025-met-gala/
1242014236	20240506	202405	2024	2024.3452	ELI	ACTOR						ELI			USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	3.38028169014085	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	1	Ghana	GH	GH		8	-2	GH	1	United Kingdom	UK	UK		54	-4	UK	20250506044500	https://www.essence.com/fashion/colman-domingo-2025-met-gala/
1242014237	20240506	202405	2024	2024.3452	GOV	MINIST						GOV			AUS	VICTORIA	AUS								1	017	017	01	1	0.0	10	1	10	-4.18410041841004	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20250506044500	https://www.ewn.co.za/2025/05/06/george-building-collapse-one-year-on-remembering-34-lives
1242014238	20240506	202405	2024	2024.3452	JPN	JAPANESE	JPN								MNCJPN	MITSUBISHI	JPN					MNC			0	046	046	04	1	7.0	10	1	10	3.12260076775432	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20250506044500	https://www.moneycontrol.com/news/business/japan-s-smbc-in-talks-with-sbi-for-yes-bank-stake-acquisition-13013957.html
