1242219800	20240507	202405	2024	2024.3479	USA	UNITED STATES	USA																		1	071	071	07	2	7.4	2	1	2	-6.59722222222222	3	Altoona, Pennsylvania, United States	US	USPA	PA013	40.5187	-78.3947	1192069	0								3	Altoona, Pennsylvania, United States	US	USPA	PA013	40.5187	-78.3947	1192069	20250507023000	https://www.yahoo.com/news/mangione-defense-fund-tops-1m-200710408.html
1242219801	20250407	202504	2025	2025.2658	CRM	ASSAILANT						CRM			HINCVL	HINDU				HIN		CVL			1	190	190	19	4	-10.0	6	1	6	-6.33802816901409	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20250507023000	https://www.marketscreener.com/quote/index/NIFTY-50-9743680/news/Indian-benchmarks-set-to-open-lower-as-tensions-with-Pakistan-dent-sentiment-49849056/
1242219802	20250407	202504	2025	2025.2658	CVL	TOURIST						CVL													1	190	190	19	4	-10.0	3	1	3	-4.56852791878173	4	Bahawalpur, Punjab, Pakistan	PK	PK04	23670	30.0667	71.4333	-2755461	0								4	Bahawalpur, Punjab, Pakistan	PK	PK04	23670	30.0667	71.4333	-2755461	20250507023000	https://www.firstpost.com/world/operation-sindoor-several-airports-shut-flights-cancelled-after-india-targets-terror-camps-13886145.html
1242219803	20250407	202504	2025	2025.2658	GOV	AUTHORITIES						GOV			GBR	BIRMINGHAM	GBR								1	173	173	17	4	-5.0	2	1	2	-3.90243902439024	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20250507023000	https://953thebear.com/ixp/993/p/homicide-suspect-capture-eutaw/
1242219804	20250407	202504	2025	2025.2658	GOVMIL	DEFENSE MINIST						GOV	MIL		UAF	MILITANT						UAF			1	1123	112	11	3	-2.0	8	1	8	-11.7283950617284	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20250507023000	https://www.kuow.org:443/stories/india-launches-missile-attacks-on-pakistan
1242219805	20250407	202504	2025	2025.2658	GOVMIL	DEFENSE MINIST						GOV	MIL		UAF	MILITANT						UAF			1	190	190	19	4	-10.0	8	1	8	-11.7283950617284	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20250507023000	https://www.kuow.org:443/stories/india-launches-missile-attacks-on-pakistan
1242219806	20250407	202504	2025	2025.2658	IND	NEW DELHI	IND								PAK	PAKISTAN	PAK								1	190	190	19	4	-10.0	1	1	1	-2.32558139534884	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20250507023000	https://english.kyodonews.net:443/news/2025/05/9299e7ba378d-kyodo-news-digest-may-7-2025--1-.html
1242219807	20250407	202504	2025	2025.2658	IND	NEW DELHI	IND								PAK	PAKISTAN	PAK								1	190	190	19	4	-10.0	5	1	5	-2.32558139534884	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20250507023000	https://english.kyodonews.net:443/news/2025/05/9299e7ba378d-kyodo-news-digest-may-7-2025--1-.html
1242219808	20250407	202504	2025	2025.2658	MED	MAGAZINE						MED			BUS	BUSINESS						BUS			0	020	020	02	1	3.0	6	1	6	-2.38313473877177	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20250507023000	https://www.yahoo.com/news/5-media-outlets-trump-hit-190823073.html
1242219809	20250407	202504	2025	2025.2658	MED	MAGAZINE						MED			BUS	BUSINESS						BUS			0	020	020	02	1	3.0	4	1	4	-2.38313473877177	1	Yemen	YM	YM		15.5	47.5	YM	1	Yemen	YM	YM		15.5	47.5	YM	1	Yemen	YM	YM		15.5	47.5	YM	20250507023000	https://www.yahoo.com/news/5-media-outlets-trump-hit-190823073.html
1242219810	20250407	202504	2025	2025.2658	NZL	AUCKLAND	NZL																		1	193	193	19	4	-10.0	10	1	10	-13.3333333333333	0								0								0								20250507023000	https://home.nzcity.co.nz/news/article.aspx?id=421873
1242219811	20250407	202504	2025	2025.2658	PAK	ISLAMABAD	PAK								IND	NEW DELHI	IND								1	111	111	11	3	-2.0	2	1	2	-2.32558139534884	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20250507023000	https://english.kyodonews.net:443/news/2025/05/9299e7ba378d-kyodo-news-digest-may-7-2025--1-.html
1242219812	20250407	202504	2025	2025.2658	USA	UNITED STATES	USA								GBR	BIRMINGHAM	GBR								1	173	173	17	4	-5.0	2	1	2	-3.90243902439024	3	Tuscaloosa County, Alabama, United States	US	USAL	AL125	33.3001	-87.5003	161588	3	Tuscaloosa County, Alabama, United States	US	USAL		33.3001	-87.5003	161588	3	Tuscaloosa County, Alabama, United States	US	USAL		33.3001	-87.5003	161588	20250507023000	https://953thebear.com/ixp/993/p/homicide-suspect-capture-eutaw/
1242219813	20250407	202504	2025	2025.2658	USA	UNITED STATES	USA								GBR	BIRMINGHAM	GBR								1	173	173	17	4	-5.0	4	1	4	-3.90243902439024	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20250507023000	https://953thebear.com/ixp/993/p/homicide-suspect-capture-eutaw/
1242219814	20250430	202504	2025	2025.3288	BUS	MANUFACTURER						BUS			PAK	PAKISTAN	PAK								0	130	130	13	3	-4.4	10	1	10	-2.3454157782516	4	Kamal Khan, Balochistan, Pakistan	PK	PK02	40308	28.6271	67.8643	10558697	4	Kamal Khan, Balochistan, Pakistan	PK	PK02	40308	28.6271	67.8643	10558697	4	Kamal Khan, Balochistan, Pakistan	PK	PK02	40308	28.6271	67.8643	10558697	20250507023000	https://www.thenews.com.pk/print/1309130-india-trade-curbs-do-not-apply-to-drap-regulated-therapeutic-products
1242219815	20250430	202504	2025	2025.3288	GOV	GOVERNMENT						GOV			USA	WASHINGTON	USA								0	042	042	04	1	1.9	2	1	2	0.7396449704142	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20250507023000	https://www.ndtv.com/world-news/canadian-pm-says-talks-with-trump-constructive-despite-no-tariffs-lifting-8349455
1242219816	20250430	202504	2025	2025.3288	GOV	GOVERNMENT						GOV			USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	0.7396449704142	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20250507023000	https://www.ndtv.com/world-news/canadian-pm-says-talks-with-trump-constructive-despite-no-tariffs-lifting-8349455
1242219817	20250430	202504	2025	2025.3288	USA	OHIO	USA								ELI	RETIRED						ELI			1	190	190	19	4	-10.0	6	1	6	-5.52268244575937	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20250507023000	https://www.theblaze.com/news/father-whose-son-was-killed-in-police-shooting-is-accused-of-murdering-recently-retired-sheriff-s-deputy-the-very-next-day
1242219818	20250430	202504	2025	2025.3288	USA	OHIO	USA								ELI	RETIRED						ELI			1	190	190	19	4	-10.0	4	1	4	-5.52268244575937	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Hamilton County, Ohio, United States	US	USOH		39.1834	-84.5333	1074043	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20250507023000	https://www.theblaze.com/news/father-whose-son-was-killed-in-police-shooting-is-accused-of-murdering-recently-retired-sheriff-s-deputy-the-very-next-day
1242219819	20250430	202504	2025	2025.3288	USA	OHIO	USA								ELI	RETIRED						ELI			1	193	193	19	4	-10.0	6	1	6	-5.52268244575937	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20250507023000	https://www.theblaze.com/news/father-whose-son-was-killed-in-police-shooting-is-accused-of-murdering-recently-retired-sheriff-s-deputy-the-very-next-day
1242219820	20250430	202504	2025	2025.3288	USA	OHIO	USA								ELI	RETIRED						ELI			1	193	193	19	4	-10.0	4	1	4	-5.52268244575937	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Hamilton County, Ohio, United States	US	USOH		39.1834	-84.5333	1074043	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20250507023000	https://www.theblaze.com/news/father-whose-son-was-killed-in-police-shooting-is-accused-of-murdering-recently-retired-sheriff-s-deputy-the-very-next-day
1242219821	20250430	202504	2025	2025.3288	USA	WASHINGTON	USA								GOV	GOVERNMENT						GOV			0	043	043	04	1	2.8	2	1	2	0.7396449704142	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20250507023000	https://www.ndtv.com/world-news/canadian-pm-says-talks-with-trump-constructive-despite-no-tariffs-lifting-8349455
1242219822	20250430	202504	2025	2025.3288	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			0	043	043	04	1	2.8	2	1	2	0.7396449704142	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20250507023000	https://www.ndtv.com/world-news/canadian-pm-says-talks-with-trump-constructive-despite-no-tariffs-lifting-8349455
1242219823	20250430	202504	2025	2025.3288	USA	WASHINGTON	USA								SAU	SAUDI ARABIA	SAU								1	036	036	03	1	4.0	4	2	4	-0.311526479750784	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20250507023000	https://www.news4jax.com/news/politics/2025/05/07/trump-plans-to-announce-the-us-will-call-the-persian-gulf-the-arabian-gulf-officials-tell-ap/
1242219824	20250430	202504	2025	2025.3288	USA	WASHINGTON	USA								SAU	SAUDI ARABIA	SAU								1	036	036	03	1	4.0	2	1	2	0.512820512820517	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20250507023000	https://www.wdtimes.com/news/national/trump-plans-to-announce-the-us-will-call-the-persian-gulf-the-arabian-gulf-officials/article_bdb7e09f-bb1c-56e4-b93b-db79ee18de77.html
