1243333087	20150515	201505	2015	2015.3699	CHN	CHINESE	CHN																		1	036	036	03	1	4.0	10	1	10	1.75438596491228	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20250512151500	https://biztoc.com/x/2576de9f37002c0d
1243333088	20150515	201505	2015	2015.3699	USALEG	TEXAS	USA					LEG													1	010	010	01	1	0.0	3	1	3	3.25271059216013	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250512151500	https://communityimpact.com/houston/cy-fair-jersey-village/nonprofit/2025/05/12/cy-fair-nonprofits-legislators-work-to-support-foster-youth/
1243333089	20240512	202405	2024	2024.3616	BEL	BELGIUM	BEL								NLD	ROTTERDAM	NLD								1	120	120	12	3	-4.0	5	1	5	-7.05882352941177	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20250512151500	https://www.lloydslist.com/LL1153428/Shippings-secret-trade-the-fightback
1243333090	20240512	202405	2024	2024.3616	CVL	MIGRANT						CVL													0	112	112	11	3	-2.0	3	1	3	-6.24113475177304	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	0								4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	20250512151500	https://www.dissexpress.co.uk/national/minister-defends-pm-s-island-of-strangers-claim-amid-labour-backlash-146201/
1243333091	20240512	202405	2024	2024.3616	GBR	UNITED KINGDOM	GBR								CVL	MIGRANT						CVL			0	112	112	11	3	-2.0	2	1	2	-6.24113475177304	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	20250512151500	https://www.dissexpress.co.uk/national/minister-defends-pm-s-island-of-strangers-claim-amid-labour-backlash-146201/
1243333092	20240512	202405	2024	2024.3616	POL	POLAND	POL								RUS	RUSSIAN	RUS								1	1721	172	17	4	-5.0	1	1	1	-4.63821892393321	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20250512151500	https://www.ibtimes.com/poland-close-russian-consulate-krakow-over-sabotage-3773252
1243333093	20240512	202405	2024	2024.3616	POL	POLAND	POL								RUS	RUSSIAN	RUS								1	1721	172	17	4	-5.0	1	1	1	-4.63821892393321	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250512151500	https://www.ibtimes.com/poland-close-russian-consulate-krakow-over-sabotage-3773252
1243333094	20240512	202405	2024	2024.3616	POL	POLAND	POL								RUSGOV	RUSSIA	RUS					GOV			0	161	161	16	4	-4.0	8	1	8	-4.63821892393321	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250512151500	https://www.ibtimes.com/poland-close-russian-consulate-krakow-over-sabotage-3773252
1243333095	20240512	202405	2024	2024.3616	POL	POLAND	POL								RUSGOV	RUSSIA	RUS					GOV			0	161	161	16	4	-4.0	2	1	2	-4.63821892393321	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20250512151500	https://www.ibtimes.com/poland-close-russian-consulate-krakow-over-sabotage-3773252
1243333096	20240512	202405	2024	2024.3616	USA	LAS VEGAS	USA																		0	173	173	17	4	-5.0	3	1	3	-1.51079136690647	3	Las Vegas, Nevada, United States	US	USNV	NV003	36.175	-115.137	847388	0								3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	20250512151500	https://minnlawyer.com/2025/05/12/presidential-pardons-vs-minnesota-clemency/
1243333097	20240512	202405	2024	2024.3616	USA	LAS VEGAS	USA								COP	POLICE OFFICER						COP			0	051	051	05	1	3.4	2	1	2	-1.51079136690647	3	Las Vegas, Nevada, United States	US	USNV	NV003	36.175	-115.137	847388	3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	20250512151500	https://minnlawyer.com/2025/05/12/presidential-pardons-vs-minnesota-clemency/
1243333098	20240512	202405	2024	2024.3616	USA	LAS VEGAS	USA								COP	POLICE OFFICER						COP			0	173	173	17	4	-5.0	1	1	1	-1.51079136690647	3	Ramsey County, Minnesota, United States	US	USMN	MN123	45.0333	-93.0835	659507	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250512151500	https://minnlawyer.com/2025/05/12/presidential-pardons-vs-minnesota-clemency/
1243333099	20240512	202405	2024	2024.3616	USA	LAS VEGAS	USA								COP	POLICE OFFICER						COP			0	173	173	17	4	-5.0	1	1	1	-1.51079136690647	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250512151500	https://minnlawyer.com/2025/05/12/presidential-pardons-vs-minnesota-clemency/
1243333100	20250412	202504	2025	2025.2795											CVL	TRAVELLER						CVL			1	043	043	04	1	2.8	10	1	10	-6.34920634920635	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20250512151500	https://www.dublinlive.ie/news/world-news/young-man-18-fighting-life-31625462
1243333101	20250412	202504	2025	2025.2795											RUS	RUSSIA	RUS								1	111	111	11	3	-2.0	4	1	4	-5.93220338983051	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250512151500	https://bnn-news.com/macrons-office-hits-back-at-allegations-that-he-brought-cocaine-on-kyiv-train-267579
1243333102	20250412	202504	2025	2025.2795	CHE	SWITZERLAND	CHE								NOR	NORWAY	NOR								1	080	080	08	2	5.0	1	1	1	-0.554016620498615	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20250512151500	https://www.datacenterdynamics.com/en/news/stack-infrastructure-seeks-au13bn-for-australia-data-center-buildout/
1243333103	20250412	202504	2025	2025.2795	CHE	GENEVA	CHE								NOR	OSLO	NOR								1	080	080	08	2	5.0	4	1	4	-0.554016620498615	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20250512151500	https://www.datacenterdynamics.com/en/news/stack-infrastructure-seeks-au13bn-for-australia-data-center-buildout/
1243333104	20250412	202504	2025	2025.2795	CRM	OUTLAW						CRM													0	017	017	01	1	0.0	5	1	5	3.42039800995025	0								0								0								20250512151500	https://www.cagesideseats.com/2025/5/12/24428487/sabu-tributes-remembrances-social-media-ecw-wwe-gcw-mick-foley-triple-h-sami-zayn-mvp-bully-ray-rvd
