1243765588	20240514	202405	2024	2024.3671	AUS	AUSTRALIA	AUS								MED	NEWSPAPER						MED			1	040	040	04	1	1.0	2	1	2	2.65486725663717	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	20250514120000	https://www.skynews.com.au/lifestyle/celebrity-life/amazing-night-lady-louise-windsor-spotted-with-rumoured-aussie-boyfriend-felix-da-silvaclamp/news-story/df3e7dc602d63ddec26fc03c0cd5e57f?nk=23d6f49645a429430778113317fd3e58-1747223266
1243765589	20240514	202405	2024	2024.3671	AUS	AUSTRALIA	AUS								MED	NEWSPAPER						MED			1	040	040	04	1	1.0	2	1	2	2.65486725663717	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20250514120000	https://www.skynews.com.au/lifestyle/celebrity-life/amazing-night-lady-louise-windsor-spotted-with-rumoured-aussie-boyfriend-felix-da-silvaclamp/news-story/df3e7dc602d63ddec26fc03c0cd5e57f?nk=23d6f49645a429430778113317fd3e58-1747223266
1243765590	20240514	202405	2024	2024.3671	AUSEDU	SYDNEY	AUS					EDU			MED	NEWSPAPER						MED			1	040	040	04	1	1.0	6	1	6	2.65486725663717	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	20250514120000	https://www.skynews.com.au/lifestyle/celebrity-life/amazing-night-lady-louise-windsor-spotted-with-rumoured-aussie-boyfriend-felix-da-silvaclamp/news-story/df3e7dc602d63ddec26fc03c0cd5e57f?nk=23d6f49645a429430778113317fd3e58-1747223266
1243765591	20240514	202405	2024	2024.3671	EUR	EUROPEAN	EUR								RUS	RUSSIA	RUS								1	138	138	13	3	-7.0	5	1	5	-7.32673267326733	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250514120000	https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBLE--2370597/news/Germany-arrests-three-Ukrainians-suspected-of-spying-in-exploding-parcel-plot-49944128/
1243765592	20240514	202405	2024	2024.3671	EUR	EUROPEAN	EUR								RUS	RUSSIA	RUS								1	195	195	19	4	-10.0	5	1	5	-7.32673267326733	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250514120000	https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBLE--2370597/news/Germany-arrests-three-Ukrainians-suspected-of-spying-in-exploding-parcel-plot-49944128/
1243765593	20240514	202405	2024	2024.3671	MED	NEWSPAPER						MED			AUS	AUSTRALIA	AUS								1	040	040	04	1	1.0	2	1	2	2.65486725663717	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	20250514120000	https://www.skynews.com.au/lifestyle/celebrity-life/amazing-night-lady-louise-windsor-spotted-with-rumoured-aussie-boyfriend-felix-da-silvaclamp/news-story/df3e7dc602d63ddec26fc03c0cd5e57f?nk=23d6f49645a429430778113317fd3e58-1747223266
1243765594	20240514	202405	2024	2024.3671	MED	NEWSPAPER						MED			AUS	AUSTRALIA	AUS								1	040	040	04	1	1.0	2	1	2	2.65486725663717	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20250514120000	https://www.skynews.com.au/lifestyle/celebrity-life/amazing-night-lady-louise-windsor-spotted-with-rumoured-aussie-boyfriend-felix-da-silvaclamp/news-story/df3e7dc602d63ddec26fc03c0cd5e57f?nk=23d6f49645a429430778113317fd3e58-1747223266
1243765595	20240514	202405	2024	2024.3671	MED	NEWSPAPER						MED			AUSEDU	SYDNEY	AUS					EDU			1	040	040	04	1	1.0	6	1	6	2.65486725663717	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	20250514120000	https://www.skynews.com.au/lifestyle/celebrity-life/amazing-night-lady-louise-windsor-spotted-with-rumoured-aussie-boyfriend-felix-da-silvaclamp/news-story/df3e7dc602d63ddec26fc03c0cd5e57f?nk=23d6f49645a429430778113317fd3e58-1747223266
1243765596	20240514	202405	2024	2024.3671	POL	POLAND	POL								RUS	RUSSIAN	RUS								1	112	112	11	3	-2.0	2	1	2	-9.76190476190476	1	Germany	GM	GM		51.5	10.5	GM	1	Switzerland	SZ	SZ		47	8	SZ	1	Germany	GM	GM		51.5	10.5	GM	20250514120000	https://www.livemint.com/global/german-police-arrests-explosives-plot-germany-russian-sabotage-germany-dhl-attacks-germany-russia-ukraine-war-11747220210240.html
1243765597	20240514	202405	2024	2024.3671	POL	POLAND	POL								RUS	RUSSIAN	RUS								1	161	161	16	4	-4.0	1	1	1	-9.76190476190476	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20250514120000	https://www.livemint.com/global/german-police-arrests-explosives-plot-germany-russian-sabotage-germany-dhl-attacks-germany-russia-ukraine-war-11747220210240.html
