1241990929	20240506	202405	2024	2024.3452	BGD	DHAKA	BGD								BGDHIN	BANGLADESH	BGD			HIN					1	100	100	10	3	-5.0	2	1	2	-10.0386100386101	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250506011500	https://timesofindia.indiatimes.com/world/south-asia/bdesh-court-orders-hindu-monks-arrest/articleshow/120914371.cms
1241990930	20240506	202405	2024	2024.3452	BGD	CHITTAGONG	BGD								COP	PRISON						COP			1	173	173	17	4	-5.0	5	1	5	-10.8540925266904	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250506011500	https://www.dailyexcelsior.com/bangladeshi-hindu-monk-chinmoy-das-to-remain-in-jail-shown-arrested-in-another-case/
1241990931	20240506	202405	2024	2024.3452	BGD	DHAKA	BGD								HIN	HINDU MONK				HIN					1	100	100	10	3	-5.0	6	1	6	-10.0386100386101	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250506011500	https://timesofindia.indiatimes.com/world/south-asia/bdesh-court-orders-hindu-monks-arrest/articleshow/120914371.cms
1241990932	20240506	202405	2024	2024.3452	BGD	BANGLADESH	BGD								HIN	HINDU MONK				HIN					1	100	100	10	3	-5.0	2	1	2	-10.0386100386101	1	India	IN	IN		20	77	IN	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250506011500	https://timesofindia.indiatimes.com/world/south-asia/bdesh-court-orders-hindu-monks-arrest/articleshow/120914371.cms
1241990933	20240506	202405	2024	2024.3452	CVL	SCIENTIST						CVL													0	071	071	07	2	7.4	3	1	3	-2.19653179190752	3	Environmental Protection Agency, District of Columbia, United States	US	USDC	DC001	38.8773	-77.0178	529189	0								3	Environmental Protection Agency, District of Columbia, United States	US	USDC		38.8773	-77.0178	529189	20250506011500	https://www.seattletimes.com/seattle-news/in-wa-and-beyond-trumps-war-on-science-endangers-the-most-vulnerable/
1241990934	20240506	202405	2024	2024.3452	CVL	CITIZEN						CVL			ELI	ACTOR						ELI			1	043	043	04	1	2.8	10	1	10	-2.31023102310231	0								0								0								20250506011500	https://variety.com/2025/film/news/armie-hammer-safdie-brothers-fake-movie-1236387755/
1241990935	20240506	202405	2024	2024.3452	ELI	ACTOR						ELI			CVL	CITIZEN						CVL			1	042	042	04	1	1.9	10	1	10	-2.31023102310231	0								0								0								20250506011500	https://variety.com/2025/film/news/armie-hammer-safdie-brothers-fake-movie-1236387755/
1241990936	20240506	202405	2024	2024.3452	GOV	GOVERNMENT						GOV													0	100	100	10	3	-5.0	10	1	10	-6.40365923384791	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	0								4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20250506011500	https://havanatimes.org/features/argentina-milei-seeks-to-rewrite-the-history-of-the-1970s/
1241990937	20240506	202405	2024	2024.3452	IND	DELHI	IND								JUD	HIGH COURT						JUD			1	014	014	01	1	0.0	1	1	1	-4.94117647058824	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250506011500	http://www.dailypioneer.com/2025/pioneer-exclusive/why-not-forts-at-agra--sc-to-lady-seeking-red-fort.html
1241990938	20240506	202405	2024	2024.3452	IND	DELHI	IND								JUD	HIGH COURT						JUD			1	014	014	01	1	0.0	2	1	2	-4.94117647058824	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Red Fort, Delhi, India	IN	IN07	17911	28.6333	77.2333	-2109338	20250506011500	http://www.dailypioneer.com/2025/pioneer-exclusive/why-not-forts-at-agra--sc-to-lady-seeking-red-fort.html
1241990939	20240506	202405	2024	2024.3452	INDJUD	DELHI	IND					JUD			JUD	JUDGE						JUD			1	014	014	01	1	0.0	2	1	2	-4.94117647058824	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Red Fort, Delhi, India	IN	IN07	17911	28.6333	77.2333	-2109338	20250506011500	http://www.dailypioneer.com/2025/pioneer-exclusive/why-not-forts-at-agra--sc-to-lady-seeking-red-fort.html
1241990940	20240506	202405	2024	2024.3452	JUD	HIGH COURT						JUD													1	014	014	01	1	0.0	4	1	4	-4.94117647058824	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Red Fort, Delhi, India	IN	IN07	17911	28.6333	77.2333	-2109338	20250506011500	http://www.dailypioneer.com/2025/pioneer-exclusive/why-not-forts-at-agra--sc-to-lady-seeking-red-fort.html
1241990941	20240506	202405	2024	2024.3452	JUD	LAWYER						JUD			BGD	BANGLADESH	BGD								1	173	173	17	4	-5.0	10	1	10	-10.0386100386101	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250506011500	https://timesofindia.indiatimes.com/world/south-asia/bdesh-court-orders-hindu-monks-arrest/articleshow/120914371.cms
1241990942	20240506	202405	2024	2024.3452	JUD	LAWYER						JUD			COP	PRISON						COP			1	173	173	17	4	-5.0	5	1	5	-10.8540925266904	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250506011500	https://www.dailyexcelsior.com/bangladeshi-hindu-monk-chinmoy-das-to-remain-in-jail-shown-arrested-in-another-case/
1241990943	20240506	202405	2024	2024.3452	OPP	ACTIVIST						OPP			MAR	MOROCCAN	MAR								1	020	020	02	1	3.0	2	1	2	-4.96688741721854	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	20250506011500	https://www.maravipost.com/protesters-want-morocco-to-sever-ties-with-israel-target-strategic-ports/
1241990944	20240506	202405	2024	2024.3452	OPP	ACTIVIST						OPP			MAR	MOROCCAN	MAR								1	020	020	02	1	3.0	2	1	2	-4.96688741721854	2	Texas, United States	US	USTX		31.106	-97.6475	TX	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	20250506011500	https://www.maravipost.com/protesters-want-morocco-to-sever-ties-with-israel-target-strategic-ports/
1241990945	20240506	202405	2024	2024.3452	OPP	ACTIVIST						OPP			MAR	MOROCCAN	MAR								1	020	020	02	1	3.0	3	1	3	-4.96688741721854	2	Texas, United States	US	USTX		31.106	-97.6475	TX	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250506011500	https://www.maravipost.com/protesters-want-morocco-to-sever-ties-with-israel-target-strategic-ports/
1241990946	20240506	202405	2024	2024.3452	OPP	ACTIVIST						OPP			MIL	MILITARY						MIL			1	160	160	16	4	-4.0	2	1	2	-4.96688741721854	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	1	Israel	IS	IS		31.5	34.75	IS	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	20250506011500	https://www.maravipost.com/protesters-want-morocco-to-sever-ties-with-israel-target-strategic-ports/
1241990947	20240506	202405	2024	2024.3452	OPP	ACTIVIST						OPP			MIL	MILITARY						MIL			1	160	160	16	4	-4.0	5	1	5	-4.96688741721854	2	Texas, United States	US	USTX		31.106	-97.6475	TX	1	Israel	IS	IS		31.5	34.75	IS	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	20250506011500	https://www.maravipost.com/protesters-want-morocco-to-sever-ties-with-israel-target-strategic-ports/
1241990948	20240506	202405	2024	2024.3452	USA	UNITED STATES	USA																		1	125	125	12	3	-5.0	1	1	1	2.68741159830269	3	Metropolitan Museum Of Art, New York, United States	US	USNY	NY061	40.7795	-73.9629	957042	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250506011500	https://www.nbclosangeles.com/news/local/is-taylor-swift-going-to-the-met-gala-looking-back-at-her-past-appearances/3693963/
1241990949	20250406	202504	2025	2025.2630	BUS	COMPANIES						BUS			USA	THE US	USA								1	172	172	17	4	-5.0	2	1	2	0.44709388971684	4	Temu, Lombardia, Italy	IT	IT09	26294	46.25	10.4667	-130585	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20250506011500	https://www.businesstimes.com.sg/companies-markets/shein-temu-ramp-advertising-uk-and-france-us-tariffs-hit
1241990950	20250406	202504	2025	2025.2630	BUS	COMPANIES						BUS			USA	THE US	USA								1	172	172	17	4	-5.0	5	1	5	0.44709388971684	1	Brazil	BR	BR		-10	-55	BR	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250506011500	https://www.businesstimes.com.sg/companies-markets/shein-temu-ramp-advertising-uk-and-france-us-tariffs-hit
