1242029390	20240506	202405	2024	2024.3452	BUS	BUSINESS LEADER						BUS													0	070	070	07	2	7.0	10	1	10	9.34438583270535	4	Egremont, Cumbria, United Kingdom	UK	UKC9	40102	54.4667	-3.51667	-2595437	0								4	Egremont, Cumbria, United Kingdom	UK	UKC9	40102	54.4667	-3.51667	-2595437	20250506070000	https://www.nwemail.co.uk/news/25123485.time-shine-annual-awards/
1242029391	20240506	202405	2024	2024.3452	USA	UNITED STATES	USA								USAJUD	UNITED STATES	USA					JUD			1	020	020	02	1	3.0	1	1	1	-6.81818181818182	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250506070000	https://www.kimt.com/news/venue-change-denied-again-for-allamakee-man-accused-of-murder/article_ffead1ad-6156-59b7-a85f-f9e494ef708e.html
1242029392	20250406	202504	2025	2025.2630	DEUGOVLAB	URSULA VON DER LEYEN	DEU					GOV	LAB		EUR	EUROPE	EUR								0	010	010	01	1	0.0	1	1	1	-1.39802631578947	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250506070000	https://www.zerohedge.com/military/european-leaders-talk-eu-army
1242029393	20250406	202504	2025	2025.2630	DEUGOVLAB	URSULA VON DER LEYEN	DEU					GOV	LAB		EUR	EUROPE	EUR								0	010	010	01	1	0.0	4	1	4	-1.39802631578947	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250506070000	https://www.zerohedge.com/military/european-leaders-talk-eu-army
1242029394	20250406	202504	2025	2025.2630	DEUGOVLAB	URSULA VON DER LEYEN	DEU					GOV	LAB		EUR	EUROPEAN	EUR								0	020	020	02	1	3.0	1	1	1	-1.39802631578947	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250506070000	https://www.zerohedge.com/military/european-leaders-talk-eu-army
1242029395	20250406	202504	2025	2025.2630	DEUGOVLAB	URSULA VON DER LEYEN	DEU					GOV	LAB		EUR	EUROPEAN	EUR								0	020	020	02	1	3.0	4	1	4	-1.39802631578947	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250506070000	https://www.zerohedge.com/military/european-leaders-talk-eu-army
1242029396	20250406	202504	2025	2025.2630	DEUGOVLAB	URSULA VON DER LEYEN	DEU					GOV	LAB		ITA	ITALY	ITA								0	114	114	11	3	-2.0	3	1	3	-1.39802631578947	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20250506070000	https://www.zerohedge.com/military/european-leaders-talk-eu-army
1242029397	20250406	202504	2025	2025.2630	DEUGOVLAB	URSULA VON DER LEYEN	DEU					GOV	LAB		ITA	ITALY	ITA								0	114	114	11	3	-2.0	1	1	1	-1.39802631578947	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Spain	SP	SP		40	-4	SP	1	Italy	IT	IT		42.833333	12.833333	IT	20250506070000	https://www.zerohedge.com/military/european-leaders-talk-eu-army
1242029398	20250406	202504	2025	2025.2630	DEUGOVLAB	URSULA VON DER LEYEN	DEU					GOV	LAB		ITA	ITALY	ITA								0	114	114	11	3	-2.0	1	1	1	-1.39802631578947	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250506070000	https://www.zerohedge.com/military/european-leaders-talk-eu-army
1242029399	20250406	202504	2025	2025.2630	GBR	UNITED KINGDOM	GBR																		0	0311	031	03	1	5.2	5	1	5	-2.70935960591133	4	Halesworth, Suffolk, United Kingdom	UK	UKN5	40132	52.35	1.5	-2597984	0								4	Halesworth, Suffolk, United Kingdom	UK	UKN5	40132	52.35	1.5	-2597984	20250506070000	https://www.eveningnews24.co.uk/news/25134841.waitrose-aldi-roys-object-lidl-plans-bowthorpe/
1242029400	20250505	202505	2025	2025.3425	GUYMIL	GUYANA	GUY					MIL			GUYMIL	GUYANA	GUY					MIL			1	084	084	08	2	7.0	1	1	1	-0.42918454935622	1	Guyana	GY	GY		5	-59	GY	1	Guyana	GY	GY		5	-59	GY	1	Guyana	GY	GY		5	-59	GY	20250506070000	https://www.stabroeknews.com/2025/05/06/news/guyana/gdf-mourns-passing-of-lieutenant-colonel-retd-brenda-aaron/
1242029401	20250505	202505	2025	2025.3425	GUYMIL	GUYANA	GUY					MIL			MIL	LIEUTENANT COLONEL						MIL			1	017	017	01	1	0.0	3	1	3	-0.42918454935622	1	Guyana	GY	GY		5	-59	GY	1	Guyana	GY	GY		5	-59	GY	1	Guyana	GY	GY		5	-59	GY	20250506070000	https://www.stabroeknews.com/2025/05/06/news/guyana/gdf-mourns-passing-of-lieutenant-colonel-retd-brenda-aaron/
1242029402	20250505	202505	2025	2025.3425	GUYMIL	GUYANA	GUY					MIL			MIL	LIEUTENANT COLONEL						MIL			1	017	017	01	1	0.0	1	1	1	-0.42918454935622	1	United Kingdom	UK	UK		54	-4	UK	1	Guyana	GY	GY		5	-59	GY	1	Guyana	GY	GY		5	-59	GY	20250506070000	https://www.stabroeknews.com/2025/05/06/news/guyana/gdf-mourns-passing-of-lieutenant-colonel-retd-brenda-aaron/
1242029403	20250505	202505	2025	2025.3425	GUYMIL	GUYANA	GUY					MIL			MIL	LIEUTENANT COLONEL						MIL			1	017	017	01	1	0.0	1	1	1	-0.42918454935622	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250506070000	https://www.stabroeknews.com/2025/05/06/news/guyana/gdf-mourns-passing-of-lieutenant-colonel-retd-brenda-aaron/
1242029404	20250505	202505	2025	2025.3425	GUYMIL	GUYANA	GUY					MIL			MIL	LIEUTENANT COLONEL						MIL			1	084	084	08	2	7.0	4	1	4	-0.42918454935622	1	Guyana	GY	GY		5	-59	GY	1	Guyana	GY	GY		5	-59	GY	1	Guyana	GY	GY		5	-59	GY	20250506070000	https://www.stabroeknews.com/2025/05/06/news/guyana/gdf-mourns-passing-of-lieutenant-colonel-retd-brenda-aaron/
1242029405	20250505	202505	2025	2025.3425	USA	BOSTON	USA								CUBGOV	CUBA	CUB					GOV			1	120	120	12	3	-4.0	1	1	1	-5.13447432762836	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	1	Cuba	CU	CU		22	-79.5	CU	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20250506070000	https://www.stabroeknews.com/2025/05/06/news/regional/us-appeals-court-rejects-trump-bid-to-revoke-thousands-of-migrants-status/
1242029406	20250505	202505	2025	2025.3425	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	120	120	12	3	-4.0	2	1	2	-5.13447432762836	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	1	Cuba	CU	CU		22	-79.5	CU	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20250506070000	https://www.stabroeknews.com/2025/05/06/news/regional/us-appeals-court-rejects-trump-bid-to-revoke-thousands-of-migrants-status/
1242029407	20250505	202505	2025	2025.3425	USA	BOSTON	USA								GOV	PRESIDENT						GOV			1	120	120	12	3	-4.0	1	1	1	-5.13447432762836	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20250506070000	https://www.stabroeknews.com/2025/05/06/news/regional/us-appeals-court-rejects-trump-bid-to-revoke-thousands-of-migrants-status/
