1241985832	20240506	202405	2024	2024.3452	GBRGOV	WELSH	GBR					GOV													0	020	020	02	1	3.0	10	1	10	-1.20746432491767	4	Machynlleth, Powys, United Kingdom	UK	UKY8	40184	52.6	-3.85	-2602384	0								4	Machynlleth, Powys, United Kingdom	UK	UKY8	40184	52.6	-3.85	-2602384	20250506004500	https://www.bbc.co.uk/news/articles/c705le51rpzo
1241985833	20240506	202405	2024	2024.3452	GBRGOV	WELSH	GBR					GOV			GBR	WELSH	GBR								0	0253	025	02	1	-0.3	10	1	10	-1.20746432491767	4	Machynlleth, Powys, United Kingdom	UK	UKY8	40184	52.6	-3.85	-2602384	4	Machynlleth, Powys, United Kingdom	UK	UKY8	40184	52.6	-3.85	-2602384	4	Machynlleth, Powys, United Kingdom	UK	UKY8	40184	52.6	-3.85	-2602384	20250506004500	https://www.bbc.co.uk/news/articles/c705le51rpzo
1241985834	20240506	202405	2024	2024.3452	ISR	ISRAEL	ISR								COP	POLICE						COP			0	010	010	01	1	0.0	2	1	2	-2.47632920611799	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506004500	https://www.bridgemi.com/talent-education/whats-next-u-m-santa-ono-successor-face-dei-trump-elitism-questions
1241985835	20240506	202405	2024	2024.3452	JUD	ADVOCATE						JUD			LEG	CONGRESS						LEG			1	071	071	07	2	7.4	5	1	5	-4.7670639219935	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250506004500	https://www.orlandosentinel.com/2025/05/05/worrell-fingers-predecessors-misuse-of-funds-for-orange-state-attorneys-budget-shortfall/
1241985836	20240506	202405	2024	2024.3452	LEG	SENATE						LEG			COP	POLICE						COP			0	010	010	01	1	0.0	3	1	3	-2.47632920611799	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506004500	https://www.bridgemi.com/talent-education/whats-next-u-m-santa-ono-successor-face-dei-trump-elitism-questions
1241985837	20240506	202405	2024	2024.3452	LEG	SENATE						LEG			COP	POLICE						COP			0	013	013	01	1	0.4	2	1	2	-2.47632920611799	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506004500	https://www.bridgemi.com/talent-education/whats-next-u-m-santa-ono-successor-face-dei-trump-elitism-questions
1241985838	20240506	202405	2024	2024.3452	USA	UNITED STATES	USA																		0	084	084	08	2	7.0	2	1	2	-0.9587727708533	3	Douglaston, New York, United States	US	USNY	NY081	40.7687	-73.7471	948610	0								3	Douglaston, New York, United States	US	USNY	NY081	40.7687	-73.7471	948610	20250506004500	https://www.qchron.com/editions/central/adams-best-budget-ever-drawing-heat/article_67316b0b-cd4e-48e6-8a2a-0f1a0e78159c.html
1241985839	20240506	202405	2024	2024.3452	USA	CALIFORNIA	USA								LEG	LEGISLATURE						LEG			0	020	020	02	1	3.0	2	1	2	-3.21637426900585	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250506004500	https://natlawreview.com/article/states-shifting-focus-ai-and-automated-decision-making
1241985840	20240506	202405	2024	2024.3452	USA	CALIFORNIA	USA								LEG	LEGISLATURE						LEG			0	129	129	12	3	-5.0	2	1	2	-3.21637426900585	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250506004500	https://natlawreview.com/article/states-shifting-focus-ai-and-automated-decision-making
1241985841	20240506	202405	2024	2024.3452	USAGOVELI	JOE BIDEN	USA					GOV	ELI												1	051	051	05	1	3.4	10	1	10	-1.13636363636364	3	Smithfield, New York, United States	US	USNY	NY027	41.8856	-73.6001	973080	0								3	Smithfield, New York, United States	US	USNY	NY027	41.8856	-73.6001	973080	20250506004500	https://www.dailypress.com/2025/05/05/letters-for-may-6-drowning-in-appliance-regulations-no-more/
