1242037184	20150509	201505	2015	2015.3534	UKR	UKRAINIAN	UKR																		0	020	020	02	1	3.0	7	1	7	0.40899795501022	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20250506080000	https://www.budapesttimes.hu/corporate/fm-hungarys-gdp-will-get-a-boost-as-big-new-industrial-capacities-are-completed/
1242037185	20240506	202405	2024	2024.3452	COP	DEPUTY						COP			IRL	CORK	IRL								1	071	071	07	2	7.4	10	1	10	-1.85567010309279	0								0								0								20250506080000	https://www.waterford-news.ie/news/a-political-travesty-and-stark-and-shameful-more-anger-in-waterford-over-airport-fund_arid-56971.html
1242037186	20240506	202405	2024	2024.3452	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	060	060	06	2	6.0	1	1	1	-4.1002277904328	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20250506080000	https://www.kyivpost.com/post/52101
1242037187	20240506	202405	2024	2024.3452	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	060	060	06	2	6.0	4	1	4	-4.1002277904328	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250506080000	https://www.kyivpost.com/post/52101
1242037188	20250406	202504	2025	2025.2630											USA	UNITED STATES	USA								0	040	040	04	1	1.0	1	1	1	2.30414746543778	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20250506080000	https://starmagazine.com/richard-geres-wife-celebrates-mothers-day-in-spain-with-rare-photo-of-kids/
1242037189	20250406	202504	2025	2025.2630	CHN	CHINA	CHN																		1	073	073	07	2	7.4	2	1	2	0.95541401273885	4	Shangou, Gansu, China	CH	CH15	13027	34.4183	104.224	10856772	0								4	Shangou, Gansu, China	CH	CH15	13027	34.4183	104.224	10856772	20250506080000	https://www.scmp.com/tech/big-tech/article/3309228/alibaba-offers-100-million-free-drinks-instant-delivery-orders-reach-10-million-day
1242037190	20250406	202504	2025	2025.2630	NPL	NEPAL	NPL								tam	TAMIL			tam						1	043	043	04	1	2.8	5	1	5	-0.81037277147488	1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	20250506080000	https://www.timesnownews.com/viral/chennai-man-claims-his-nepali-wife-is-possessed-and-is-speaking-fluent-tamil-mere-wife-ko-chudail-ne-pakad-liya-hai-viral-x-post-article-151571939
1242037191	20250406	202504	2025	2025.2630	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								0	120	120	12	3	-4.0	6	1	6	-4.1002277904328	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250506080000	https://www.kyivpost.com/post/52101
1242037192	20250406	202504	2025	2025.2630	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	4	1	4	2.30414746543778	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20250506080000	https://starmagazine.com/richard-geres-wife-celebrates-mothers-day-in-spain-with-rare-photo-of-kids/
1242037193	20250406	202504	2025	2025.2630	tam	TAMIL			tam						NPL	NEPAL	NPL								1	042	042	04	1	1.9	5	1	5	-0.81037277147488	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20250506080000	https://www.timesnownews.com/viral/chennai-man-claims-his-nepali-wife-is-possessed-and-is-speaking-fluent-tamil-mere-wife-ko-chudail-ne-pakad-liya-hai-viral-x-post-article-151571939
1242037194	20250429	202504	2025	2025.3260	GBR	UNITED KINGDOM	GBR																		0	010	010	01	1	0.0	1	1	1	-0.344827586206899	4	Clacton, Essex, United Kingdom	UK	UKE4	40108	51.7833	1.16667	-2592633	0								4	Clacton, Essex, United Kingdom	UK	UKE4	40108	51.7833	1.16667	-2592633	20250506080000	https://www.theguardian.com/politics/2025/may/06/reform-accused-of-hypocrisy-after-advertising-home-working-jobs-nigel-farage
1242037195	20250429	202504	2025	2025.3260	GOV	AUTHORITIES						GOV													1	192	192	19	4	-9.5	10	1	10	-0.344827586206899	4	Clacton, Essex, United Kingdom	UK	UKE4	40108	51.7833	1.16667	-2592633	0								4	Clacton, Essex, United Kingdom	UK	UKE4	40108	51.7833	1.16667	-2592633	20250506080000	https://www.theguardian.com/politics/2025/may/06/reform-accused-of-hypocrisy-after-advertising-home-working-jobs-nigel-farage
1242037196	20250429	202504	2025	2025.3260	KORSPY	SOUTH KOREA	KOR					SPY			LEG	LAWMAKER						LEG			1	013	013	01	1	0.4	8	1	8	-4.1002277904328	1	South Korea	KS	KS		37	127.5	KS	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	1	South Korea	KS	KS		37	127.5	KS	20250506080000	https://www.kyivpost.com/post/52101
1242037197	20250429	202504	2025	2025.3260	KORSPY	SOUTH KOREA	KOR					SPY			LEG	LAWMAKER						LEG			1	013	013	01	1	0.4	2	1	2	-4.1002277904328	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20250506080000	https://www.kyivpost.com/post/52101
1242037198	20250429	202504	2025	2025.3260	KORSPY	SOUTH KOREA	KOR					SPY			RUS	RUSSIA	RUS								1	042	042	04	1	1.9	5	1	5	-4.1002277904328	1	South Korea	KS	KS		37	127.5	KS	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20250506080000	https://www.kyivpost.com/post/52101
1242037199	20250429	202504	2025	2025.3260	LKA	SRI LANKAN	LKA								tam	TAMIL			tam						1	112	112	11	3	-2.0	2	1	2	-12.2807017543859	4	Boralesgamuwa, Western, Sri Lanka	CE	CE36	25851	6.8382	79.9104	-2214263	4	Boralesgamuwa, Western, Sri Lanka	CE	CE36	25851	6.8382	79.9104	-2214263	4	Boralesgamuwa, Western, Sri Lanka	CE	CE36	25851	6.8382	79.9104	-2214263	20250506080000	https://www.tamilguardian.com/index.php/content/sixteen-years-remand-tamil-suspects-2008-bombing-case-finally-face-trial
1242037200	20250429	202504	2025	2025.3260	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								0	020	020	02	1	3.0	2	1	2	-2.72479564032698	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Belaya, Ternopil's'ka Oblast', Ukraine	UP	UP22	28562	49.029	25.7706	-1035121	4	Belaya, Ternopil's'ka Oblast', Ukraine	UP	UP22	28562	49.029	25.7706	-1035121	20250506080000	https://www.kyivpost.com/post/52096
1242037201	20250429	202504	2025	2025.3260	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								0	1246	124	12	3	-4.0	1	1	1	-2.72479564032698	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Belaya, Ternopil's'ka Oblast', Ukraine	UP	UP22	28562	49.029	25.7706	-1035121	4	Belaya, Ternopil's'ka Oblast', Ukraine	UP	UP22	28562	49.029	25.7706	-1035121	20250506080000	https://www.kyivpost.com/post/52096
1242037202	20250429	202504	2025	2025.3260	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								0	1246	124	12	3	-4.0	1	1	1	-2.72479564032698	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Belaya, Ternopil's'ka Oblast', Ukraine	UP	UP22	28562	49.029	25.7706	-1035121	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250506080000	https://www.kyivpost.com/post/52096
1242037203	20250506	202505	2025	2025.3452											AFR	AFRICA	AFR								0	020	020	02	1	3.0	4	1	4	-3.125	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20250506080000	https://www.citizen.co.za/news/south-africa/no-evidence-mbenenge-penis-picture-junior-clerk/
1242037204	20250506	202505	2025	2025.3452											AFR	AFRICA	AFR								1	040	040	04	1	1.0	4	1	4	-3.125	0								4	Sandton, Gauteng, South Africa	SF	SF06	77346	-26.05	27.9667	-1281128	4	Sandton, Gauteng, South Africa	SF	SF06	77346	-26.05	27.9667	-1281128	20250506080000	https://www.citizen.co.za/news/south-africa/no-evidence-mbenenge-penis-picture-junior-clerk/
1242037205	20250506	202505	2025	2025.3452											AFR	AFRICA	AFR								0	060	060	06	2	6.0	5	1	5	-0.37105751391466	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20250506080000	https://www.citizen.co.za/motoring/all-new-jeep-compass-revealed/
1242037206	20250506	202505	2025	2025.3452											AFR	AFRICA	AFR								1	112	112	11	3	-2.0	4	1	4	-3.125	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20250506080000	https://www.citizen.co.za/news/south-africa/no-evidence-mbenenge-penis-picture-junior-clerk/
1242037207	20250506	202505	2025	2025.3452											ARE	ABU DHABI	ARE								1	031	031	03	1	5.2	5	1	5	6.04166666666667	0								0								0								20250506080000	https://www.energy-pedia.com/news/united-arab-emirates/adnoc-drilling-awarded-usd806-million-long-term-contract-for-three-newbuild-island-rigs-199734
1242037208	20250506	202505	2025	2025.3452											BUD	BUDDHIST				BUD					1	100	100	10	3	-5.0	10	1	10	-0.971659919028339	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20250506080000	https://www.tamilguardian.com/index.php/content/visionary-bystander-how-itak-has-forgotten-its-historic-roots
1242037209	20250506	202505	2025	2025.3452											BUS	BUSINESS						BUS			1	036	036	03	1	4.0	2	1	2	2.23880597014925	0								4	Syunik, Syunik', Armenia	AM	AM08	4928	39.2079	46.4825	-2325425	4	Syunik, Syunik', Armenia	AM	AM08	4928	39.2079	46.4825	-2325425	20250506080000	https://arka.am:443/en/news/economy/-armenia-and-iran-discuss-strategic-program-syunik-economic-hub-of-the-south-caucasus/
1242037210	20250506	202505	2025	2025.3452											BUS	BANK						BUS			0	036	036	03	1	4.0	2	1	2	1.38888888888889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250506080000	https://www.brecorder.com/news/40361275/aurangzeb-departs-for-london-to-promote-investment-and-engage-with-uk-officials
1242037211	20250506	202505	2025	2025.3452											BUS	BANK						BUS			0	036	036	03	1	4.0	6	1	6	1.38888888888889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Pakistan	PK	PK		30	70	PK	20250506080000	https://www.brecorder.com/news/40361275/aurangzeb-departs-for-london-to-promote-investment-and-engage-with-uk-officials
1242037212	20250506	202505	2025	2025.3452											BUS	BUSINESS						BUS			1	036	036	03	1	4.0	3	1	3	2.23880597014925	0								1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20250506080000	https://arka.am:443/en/news/economy/-armenia-and-iran-discuss-strategic-program-syunik-economic-hub-of-the-south-caucasus/
1242037213	20250506	202505	2025	2025.3452											BUS	BANK						BUS			0	036	036	03	1	4.0	2	1	2	1.38888888888889	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20250506080000	https://www.brecorder.com/news/40361275/aurangzeb-departs-for-london-to-promote-investment-and-engage-with-uk-officials
1242037214	20250506	202505	2025	2025.3452											BUS	INVESTOR						BUS			0	042	042	04	1	1.9	10	1	10	-5.44464609800363	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20250506080000	https://www.straitstimes.com/singapore/courts-crime/jail-for-key-cog-in-cryptocurrency-scam-in-which-investors-in-singapore-lost-1-1m
1242037215	20250506	202505	2025	2025.3452											BUS	COMPANY						BUS			0	046	046	04	1	7.0	10	1	10	-1.23022847100176	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20250506080000	https://www.energy-pedia.com/news/trinidad/predator-oil-gas-announces-operational-update-and-extension-for-completion-of-ceg-trinidad-acquisition-199739
1242037216	20250506	202505	2025	2025.3452											COL	COLOMBIA	COL								1	061	061	06	2	6.4	10	1	10	-2.00573065902579	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506080000	https://foodpoisoningbulletin.com/2025/public-health-alert-for-imported-de-todito-pork-cracklings/
1242037217	20250506	202505	2025	2025.3452											COP	PRISON						COP			0	036	036	03	1	4.0	5	1	5	0.28832292167227	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20250506080000	https://eastoregonian.com/2025/05/05/taking-a-shot-at-a-better-future/
1242037218	20250506	202505	2025	2025.3452											COP	PRISON						COP			1	043	043	04	1	2.8	10	1	10	-1.19581464872944	0								4	Mhlanga, Matabeleland South, Zimbabwe	ZI	ZI07	6329	-20.7312	27.944	-2322980	4	Mhlanga, Matabeleland South, Zimbabwe	ZI	ZI07	6329	-20.7312	27.944	-2322980	20250506080000	https://www.thestandard.co.zw/news/article/200041501/larry-norton-why-vic-falls-must-be-protected
1242037219	20250506	202505	2025	2025.3452											COP	POLICE PERSONNEL						COP			1	081	081	08	2	5.0	5	1	5	-6.18556701030928	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250506080000	https://indianexpress.com/article/cities/delhi/delhi-high-court-aap-mla-amanatullah-khan-response-plea-cancellation-anticipatory-bail-9985501/
1242037220	20250506	202505	2025	2025.3452											COP	POLICE PERSONNEL						COP			1	110	110	11	3	-2.0	5	1	5	-6.18556701030928	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250506080000	https://indianexpress.com/article/cities/delhi/delhi-high-court-aap-mla-amanatullah-khan-response-plea-cancellation-anticipatory-bail-9985501/
1242037221	20250506	202505	2025	2025.3452											COP	POLICE						COP			0	120	120	12	3	-4.0	10	1	10	-2.12765957446809	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250506080000	https://www.king5.com/article/news/local/seattle/protestors-occupy-uw-engineering-building/281-dea79745-8211-418b-b56f-40e7f55b9adb
1242037222	20250506	202505	2025	2025.3452											CRM	SMUGGLER						CRM			1	043	043	04	1	2.8	5	1	5	-3.94736842105263	0								1	Serbia	RI	RI		44	21	RI	1	Serbia	RI	RI		44	21	RI	20250506080000	https://www.budapesttimes.hu/hungary/more-and-more-migrants-are-reaching-the-serbia-hungary-border/
1242037223	20250506	202505	2025	2025.3452											CRM	BROTHEL						CRM			0	173	173	17	4	-5.0	5	1	5	-10.3960396039604	0								4	Geylang, Singapore (general), Singapore	SN	SN00	18585	1.3275	103.932	-73209	4	Geylang, Singapore (general), Singapore	SN	SN00	18585	1.3275	103.932	-73209	20250506080000	https://www.straitstimes.com/singapore/courts-crime/four-men-one-woman-charged-over-offences-linked-to-illegal-brothels
1242037224	20250506	202505	2025	2025.3452											CVL	CITIZEN						CVL			1	042	042	04	1	1.9	8	1	8	2.97029702970297	0								4	Kingstown, Saint George, Saint Vincent And The Grenadines	VC	VC04	61295	13.1333	-61.2167	-1204477	4	Kingstown, Saint George, Saint Vincent And The Grenadines	VC	VC04	61295	13.1333	-61.2167	-1204477	20250506080000	https://www.searchlight.vc/front-page/2025/05/06/senior-citizens-learning-go-digital/
1242037225	20250506	202505	2025	2025.3452											CVL	COMMUNITY						CVL			1	046	046	04	1	7.0	10	1	10	-1.50375939849624	0								4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	20250506080000	https://frontpageafricaonline.com/opinion/commentary/common-sense-matters/
1242037226	20250506	202505	2025	2025.3452											CVL	CITIZEN						CVL			1	051	051	05	1	3.4	1	1	1	0.88183421516755	0								1	Liberia	LI	LI		6.5	-9.5	LI	1	Liberia	LI	LI		6.5	-9.5	LI	20250506080000	https://frontpageafricaonline.com/opinion/press-release/liberia-nir-excited-over-president-boakai-support-to-compulsory-citizens-enrollment/
1242037227	20250506	202505	2025	2025.3452											CVL	CITIZEN						CVL			1	051	051	05	1	3.4	3	1	3	0.88183421516755	0								1	Malawi	MI	MI		-13.5	34	MI	1	Malawi	MI	MI		-13.5	34	MI	20250506080000	https://frontpageafricaonline.com/opinion/press-release/liberia-nir-excited-over-president-boakai-support-to-compulsory-citizens-enrollment/
1242037228	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			0	036	036	03	1	4.0	10	1	10	4.2713567839196	0								1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20250506080000	https://www.wapt.com/article/st-andrews-episcopal-school-celebrates-may-day-plus-groundbreaking-of-new-lower-school/64680017
1242037229	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			0	043	043	04	1	2.8	6	1	6	4.2713567839196	0								1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20250506080000	https://www.wapt.com/article/st-andrews-episcopal-school-celebrates-may-day-plus-groundbreaking-of-new-lower-school/64680017
1242037230	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			1	114	114	11	3	-2.0	10	1	10	-2.16216216216216	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20250506080000	https://kxly920.com/2025/05/05/this-is-about-getting-information-central-valley-school-board-to-send-letter-to-dept-of-ed-on-wa-schools-transgender-athlete-policy/
1242037231	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			1	173	173	17	4	-5.0	4	1	4	3.21637426900585	0								4	Arnos Vale, Saint George, Saint Vincent And The Grenadines	VC	VC04	61295	13.1333	-61.2	-1204395	4	Arnos Vale, Saint George, Saint Vincent And The Grenadines	VC	VC04	61295	13.1333	-61.2	-1204395	20250506080000	https://www.searchlight.vc/front-page/2025/05/06/childrens-issues-headline-may/
