1243201298	20240512	202405	2024	2024.3616											IGOREFIOM	INTERNATIONAL ORGANIZATION FOR MIGRATION		IOM				IGO	REF		0	042	042	04	1	1.9	10	1	10	-6.74846625766871	0								4	Lampedusa, Italy (general), Italy	IT	IT00	18390	35.5	12.6	-119645	4	Lampedusa, Italy (general), Italy	IT	IT00	18390	35.5	12.6	-119645	20250512000000	https://www.arabnews.com/node/2600351/world
1243201299	20240512	202405	2024	2024.3616	GOV	ADMINISTRATION						GOV			JUD	JUDGE						JUD			0	010	010	01	1	0.0	8	1	8	-0.65481758652947	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250512000000	https://www.channel3000.com/news/tufts-university-student-rumeysa-ozturk-back-in-massachusetts-after-6-weeks-in-ice-detention-in/article_9edd1377-db72-5d96-91b9-f5aaa74a53a1.html
1243201300	20240512	202405	2024	2024.3616	GOV	ADMINISTRATION						GOV			JUD	JUDGE						JUD			0	010	010	01	1	0.0	2	1	2	-0.65481758652947	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20250512000000	https://www.channel3000.com/news/tufts-university-student-rumeysa-ozturk-back-in-massachusetts-after-6-weeks-in-ice-detention-in/article_9edd1377-db72-5d96-91b9-f5aaa74a53a1.html
1243201301	20240512	202405	2024	2024.3616	GOV	ADMINISTRATION						GOV			JUD	JUDGE						JUD			0	033	033	03	1	5.2	8	1	8	-0.65481758652947	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250512000000	https://www.channel3000.com/news/tufts-university-student-rumeysa-ozturk-back-in-massachusetts-after-6-weeks-in-ice-detention-in/article_9edd1377-db72-5d96-91b9-f5aaa74a53a1.html
1243201302	20240512	202405	2024	2024.3616	GOV	ADMINISTRATION						GOV			JUD	JUDGE						JUD			0	033	033	03	1	5.2	2	1	2	-0.65481758652947	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20250512000000	https://www.channel3000.com/news/tufts-university-student-rumeysa-ozturk-back-in-massachusetts-after-6-weeks-in-ice-detention-in/article_9edd1377-db72-5d96-91b9-f5aaa74a53a1.html
1243201303	20240512	202405	2024	2024.3616	GOV	ADMINISTRATION						GOV			JUD	JUDGE						JUD			0	173	173	17	4	-5.0	8	1	8	-0.65481758652947	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250512000000	https://www.channel3000.com/news/tufts-university-student-rumeysa-ozturk-back-in-massachusetts-after-6-weeks-in-ice-detention-in/article_9edd1377-db72-5d96-91b9-f5aaa74a53a1.html
1243201304	20240512	202405	2024	2024.3616	GOV	ADMINISTRATION						GOV			JUD	JUDGE						JUD			0	173	173	17	4	-5.0	2	1	2	-0.65481758652947	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20250512000000	https://www.channel3000.com/news/tufts-university-student-rumeysa-ozturk-back-in-massachusetts-after-6-weeks-in-ice-detention-in/article_9edd1377-db72-5d96-91b9-f5aaa74a53a1.html
1243201305	20240512	202405	2024	2024.3616	IGOREFIOM	INTERNATIONAL ORGANIZATION FOR MIGRATION		IOM				IGO	REF												0	043	043	04	1	2.8	10	1	10	-6.74846625766871	4	Lampedusa, Italy (general), Italy	IT	IT00	18390	35.5	12.6	-119645	0								4	Lampedusa, Italy (general), Italy	IT	IT00	18390	35.5	12.6	-119645	20250512000000	https://www.arabnews.com/node/2600351/world
1243201306	20250412	202504	2025	2025.2795	AUSBUS	AUSTRALIAN	AUS					BUS													1	0311	031	03	1	5.2	6	1	6	3.11614730878187	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20250512000000	https://www.moneymanagement.com.au/news/funds-management/international-etfs-among-top-april-buys
1243201307	20250412	202504	2025	2025.2795	COPGOVCOP	DEPUTY						COP	GOV	COP											0	172	172	17	4	-5.0	6	1	6	-4.36893203883495	4	Kedah, Kelantan, Malaysia	MY	MY03	37360	5.48333	102.1	-2403052	0								4	Kedah, Kelantan, Malaysia	MY	MY03	37360	5.48333	102.1	-2403052	20250512000000	https://www.freemalaysiatoday.com/category/nation/2025/05/12/users-at-risk-as-vape-ban-fuels-black-market-govt-told
