1242035070	20150509	201505	2015	2015.3534											GOV	GOVERNMENT						GOV			0	0211	021	02	1	3.4	10	1	10	-2.7063599458728	0								0								0								20250506074500	https://www.macleayargus.com.au/story/8960004/raymond-terrace-rough-sleeper-speaks-as-2025-street-count-data-released/
1242035071	20150509	201505	2015	2015.3534											GOV	GOVERNMENT						GOV			0	100	100	10	3	-5.0	10	1	10	-2.7063599458728	0								0								0								20250506074500	https://www.macleayargus.com.au/story/8960004/raymond-terrace-rough-sleeper-speaks-as-2025-street-count-data-released/
1242035072	20240506	202405	2024	2024.3452	EDU	SCHOOL						EDU			GOV	MINISTRY						GOV			1	031	031	03	1	5.2	10	1	10	0.85836909871245	0								0								0								20250506074500	https://www.odt.co.nz/news/national/auditor-general-launches-probe-school-lunches-rnz
1242035073	20240506	202405	2024	2024.3452	GOV	MINISTRY						GOV			EDU	SCHOOL						EDU			1	031	031	03	1	5.2	10	1	10	0.85836909871245	0								0								0								20250506074500	https://www.odt.co.nz/news/national/auditor-general-launches-probe-school-lunches-rnz
1242035074	20240506	202405	2024	2024.3452	PHL	FILIPINO	PHL								MED	MAGAZINE						MED			0	013	013	01	1	0.4	3	1	3	3.88080388080388	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20250506074500	https://asianjournal.com/life-style/travel/ph-tourism-event-highlights-countrys-7641-islands/
1242035075	20240506	202405	2024	2024.3452	PHL	FILIPINO	PHL								MED	MAGAZINE						MED			0	013	013	01	1	0.4	2	1	2	3.88080388080388	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	3	Pershing Square, New York, United States	US	USNY		40.9114	-73.7825	2559552	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20250506074500	https://asianjournal.com/life-style/travel/ph-tourism-event-highlights-countrys-7641-islands/
1242035076	20240506	202405	2024	2024.3452	PHL	FILIPINO	PHL								MED	MAGAZINE						MED			0	013	013	01	1	0.4	5	1	5	3.88080388080388	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	3	Pershing Square, New York, United States	US	USNY		40.9114	-73.7825	2559552	3	Pershing Square, New York, United States	US	USNY		40.9114	-73.7825	2559552	20250506074500	https://asianjournal.com/life-style/travel/ph-tourism-event-highlights-countrys-7641-islands/
1242035077	20240506	202405	2024	2024.3452	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								0	070	070	07	2	7.0	6	1	6	-2.67522739432852	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Odesa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	20250506074500	https://www.independent.co.uk/news/world/europe/ukraine-russia-war-putin-drones-kursk-victory-day-latest-news-b2745399.html
1242035078	20240506	202405	2024	2024.3452	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	070	070	07	2	7.0	2	1	2	-2.67522739432852	4	Odesa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	20250506074500	https://www.independent.co.uk/news/world/europe/ukraine-russia-war-putin-drones-kursk-victory-day-latest-news-b2745399.html
1242035079	20240506	202405	2024	2024.3452	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	070	070	07	2	7.0	2	1	2	-2.67522739432852	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	20250506074500	https://www.independent.co.uk/news/world/europe/ukraine-russia-war-putin-drones-kursk-victory-day-latest-news-b2745399.html
1242035080	20240506	202405	2024	2024.3452	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	173	173	17	4	-5.0	2	1	2	-2.67522739432852	4	Odesa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	20250506074500	https://www.independent.co.uk/news/world/europe/ukraine-russia-war-putin-drones-kursk-victory-day-latest-news-b2745399.html
1242035081	20240506	202405	2024	2024.3452	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	173	173	17	4	-5.0	2	1	2	-2.67522739432852	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	20250506074500	https://www.independent.co.uk/news/world/europe/ukraine-russia-war-putin-drones-kursk-victory-day-latest-news-b2745399.html
1242035082	20240506	202405	2024	2024.3452	USAGUMJUD	GUAM	USA					JUD			JUD	ATTORNEY						JUD			1	112	112	11	3	-2.0	6	1	6	-7.58620689655172	1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	20250506074500	https://www.kuam.com/story/52748404/conflict-of-interest-disqualifies-office-of-the-attorney-general-attorney
1242035083	20240506	202405	2024	2024.3452	USAGUMJUD	GUAM	USA					JUD			JUD	ATTORNEY						JUD			1	172	172	17	4	-5.0	6	1	6	-7.58620689655172	1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	20250506074500	https://www.kuam.com/story/52748404/conflict-of-interest-disqualifies-office-of-the-attorney-general-attorney
1242035084	20240506	202405	2024	2024.3452	USAGUMJUD	GUAM	USA					JUD			JUD	ATTORNEY						JUD			1	193	193	19	4	-10.0	6	1	6	-7.58620689655172	1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	20250506074500	https://www.kuam.com/story/52748404/conflict-of-interest-disqualifies-office-of-the-attorney-general-attorney
1242035085	20240506	202405	2024	2024.3452	USAGUMJUD	GUAM	USA					JUD			USAGUM	GUAM	USA								1	112	112	11	3	-2.0	4	1	4	-7.58620689655172	1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	20250506074500	https://www.kuam.com/story/52748404/conflict-of-interest-disqualifies-office-of-the-attorney-general-attorney
1242035086	20240506	202405	2024	2024.3452	USAGUMJUD	GUAM	USA					JUD			USAGUM	GUAM	USA								1	172	172	17	4	-5.0	4	1	4	-7.58620689655172	1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	20250506074500	https://www.kuam.com/story/52748404/conflict-of-interest-disqualifies-office-of-the-attorney-general-attorney
1242035087	20240506	202405	2024	2024.3452	USAGUMJUD	GUAM	USA					JUD			USAGUM	GUAM	USA								1	193	193	19	4	-10.0	4	1	4	-7.58620689655172	1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	20250506074500	https://www.kuam.com/story/52748404/conflict-of-interest-disqualifies-office-of-the-attorney-general-attorney
1242035088	20250406	202504	2025	2025.2630	COP	POLICE						COP			CVL	VILLAGE						CVL			1	180	180	18	4	-9.0	10	1	10	-9.6	0								0								0								20250506074500	https://www.faceofmalawi.com/2025/05/06/man-sentenced-to-5-years-and-6-months-for-theft-in-mulanje/
1242035089	20250406	202504	2025	2025.2630	FRA	CHAMPAGNE	FRA								GOV	KING						GOV			0	057	057	05	1	8.0	10	1	10	-2.27507755946225	0								0								0								20250506074500	https://www.winnipegfreepress.com/breakingnews/2025/05/06/beyond-negligent-judge-orders-landlord-to-pay-former-eatery-owners-500k
