1242006882	20240506	202405	2024	2024.3452											BLZ	BELIZE	BLZ								0	190	190	19	4	-10.0	1	1	1	-7.07395498392283	0								4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	20250506033000	https://edition.channel5belize.com/did-shooting-of-rojas-on-saturday-trigger-subsequent-murders/
1242006883	20240506	202405	2024	2024.3452											MNCUSAAGR	MONSANTO	USA					MNC	AGR		0	190	190	19	4	-10.0	3	1	3	-7.07395498392283	0								4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	20250506033000	https://edition.channel5belize.com/did-shooting-of-rojas-on-saturday-trigger-subsequent-murders/
1242006884	20240506	202405	2024	2024.3452	EDU	SCHOOL						EDU			NZL	NEW ZEALAND	NZL								0	172	172	17	4	-5.0	10	1	10	-2.87610619469026	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20250506033000	https://www.thedailystar.net/news/world/news/new-zealand-pm-proposes-banning-under-16s-social-media-3887841
1242006885	20240506	202405	2024	2024.3452	INDGOV	OMAR ABDULLAH	IND					GOV													0	130	130	13	3	-4.4	1	1	1	-5.96745027124774	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250506033000	https://www.local10.com/news/world/2025/05/06/indias-leader-modi-touted-all-was-well-in-kashmir-a-massacre-of-tourists-shattered-that-claim/
1242006886	20240506	202405	2024	2024.3452	INDGOV	OMAR ABDULLAH	IND					GOV													0	130	130	13	3	-4.4	4	1	4	-5.96745027124774	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250506033000	https://www.local10.com/news/world/2025/05/06/indias-leader-modi-touted-all-was-well-in-kashmir-a-massacre-of-tourists-shattered-that-claim/
1242006887	20240506	202405	2024	2024.3452	MNCUSAAGR	MONSANTO	USA					MNC	AGR		BLZ	BELIZE	BLZ								0	190	190	19	4	-10.0	1	1	1	-7.07395498392283	4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	20250506033000	https://edition.channel5belize.com/did-shooting-of-rojas-on-saturday-trigger-subsequent-murders/
1242006888	20240506	202405	2024	2024.3452	REL	BISHOP									GOV	GOVERNOR						GOV			1	020	020	02	1	3.0	6	1	6	-0.35885167464114	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20250506033000	https://www.juneauempire.com/news/republicans-nancy-dahlstrom-and-click-bishop-are-first-to-file-for-2026-alaska-governors-race/
1242006889	20240506	202405	2024	2024.3452	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	2	1	2	-3.53535353535354	3	University Of Houston, Texas, United States	US	USTX	TX201	29.7208	-95.3433	1349112	0								3	University Of Houston, Texas, United States	US	USTX		29.7208	-95.3433	1349112	20250506033000	https://abc13.com/post/experts-believes-school-board-races-could-sign-whats-come-years-midterms/16332882/
1242006890	20240506	202405	2024	2024.3452	USA	UNITED STATES	USA								GOV	GOVERNOR						GOV			1	020	020	02	1	3.0	2	1	2	-0.35885167464114	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20250506033000	https://www.juneauempire.com/news/republicans-nancy-dahlstrom-and-click-bishop-are-first-to-file-for-2026-alaska-governors-race/
1242006891	20240506	202405	2024	2024.3452	USA	MICHIGAN	USA								PSE	PALESTINIAN	PSE								1	110	110	11	3	-2.0	2	1	2	-21.875	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	1	Israel	IS	IS		31.5	34.75	IS	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250506033000	https://www.israelnationalnews.com/flashes/656771
1242006892	20240506	202405	2024	2024.3452	USAGOV	MICHIGAN	USA					GOV			PSE	PALESTINIAN	PSE								1	110	110	11	3	-2.0	2	1	2	-21.875	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	1	Israel	IS	IS		31.5	34.75	IS	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250506033000	https://www.israelnationalnews.com/flashes/656771
1242006893	20240506	202405	2024	2024.3452	USAGOV	UNITED STATES	USA					GOV			USAEDU	UNITED STATES	USA					EDU			1	110	110	11	3	-2.0	2	1	2	-21.875	1	Israel	IS	IS		31.5	34.75	IS	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250506033000	https://www.israelnationalnews.com/flashes/656771
1242006894	20240506	202405	2024	2024.3452	USAGOV	UNITED STATES	USA					GOV			USAEDU	UNITED STATES	USA					EDU			1	110	110	11	3	-2.0	2	1	2	-21.875	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250506033000	https://www.israelnationalnews.com/flashes/656771
